protein	reaction	direction
A4WRT7	21644	nan
B9KRP4	21644	nan
Q11HY2	21644	nan
Q5FP70	21644	nan
B7KN92	21644	nan
A9W8T7	21644	nan
B8IKN3	21644	nan
B1ZGW7	21644	nan
B1LWN6	21644	nan
Q1QR91	21644	nan
Q98M73	21644	nan
O86033	21644	nan
B9J7X6	21644	nan
A5VE44	21644	nan
B6IQI0	21644	nan
Q2IZ89	21644	nan
Q07K31	21644	nan
Q6N3I8	21644	nan
Q133H2	21644	nan
B3QH88	21644	nan
Q2RST6	21644	nan
Q165D5	21644	nan
Q5LWR1	21644	nan
C3MG71	21644	nan
A7IJ56	21644	nan
Q89NA7	15889	nan
Q89KV2	15889	nan
Q8UEA1	15889	nan
A8IEU9	15889	nan
B2SBQ3	15889	nan
Q2YK17	15889	nan
Q577F0	15889	nan
A9ME88	15889	nan
A9WY35	15889	nan
Q8FWV5	15889	nan
Q9ABF2	15889	nan
B8GYE8	15889	nan
Q5FP94	15889	nan
B7KNQ3	15889	nan
A9W5B4	15889	nan
B8ICY0	15889	nan
B1Z987	15889	nan
B1LUS0	15889	nan
B0UQS5	15889	nan
B3PPT2	15889	nan
O87405	15889	nan
Q1MG12	15889	nan
Q98NB7	15889	nan
B5ZRF0	15889	nan
Q92PH0	15889	nan
B9JFR4	15889	nan
A5VA34	15889	nan
Q2J097	15889	nan
Q6N239	15889	nan
Q218T3	15889	nan
Q13BB8	15889	nan
B3QKT6	15889	nan
C3MD81	15889	nan
Q05755	15501	nan
Q05756	15501	nan
O08340	15501	nan
Q8UG75	15481	nan
Q983B6	15481	nan
Q92QU6	15481	nan
Q6N693	15481	nan
Q2RVA2	15481	nan
Q8U7Y5	15481	nan
Q98A81	15481	nan
Q92XS8	15481	nan
Q6N622	15481	nan
Q2RTB8	15481	nan
A5G0E0	15481	nan
B6JGH9	15481	nan
B9JV74	15481	nan
B9KHP8	15481	nan
Q5PBM8	15481	nan
Q2GLH3	15481	nan
A1USI0	15481	nan
Q6G3L3	15481	nan
Q6G009	15481	nan
A9IVC5	15481	nan
B2IJJ3	15481	nan
P24060	15481	nan
A5EKI3	15481	nan
A4YW97	15481	nan
B2S513	15481	nan
Q2YN95	15481	nan
A6X1Y9	15481	nan
Q57DY5	15481	nan
A9MAE5	15481	nan
C0RIA2	15481	nan
Q8YGG7	15481	nan
A5VPU7	15481	nan
B0CL90	15481	nan
Q8G1F1	15481	nan
B0T1I5	15481	nan
Q9A8J6	15481	nan
Q3IZN2	15481	nan
Q3YRD1	15481	nan
Q2GHF1	15481	nan
Q5FG30	15481	nan
Q5HAJ7	15481	nan
Q2NAR9	15481	nan
Q5FNK4	15481	nan
Q0BTE6	15481	nan
P34895	15481	nan
Q0C0I5	15481	nan
Q28N04	15481	nan
A0L403	15481	nan
Q0APF8	15481	nan
B7KVA7	15481	nan
P50435	15481	nan
A9VYW6	15481	nan
B1ZJN1	15481	nan
B1LZ88	15481	nan
B0UML5	15481	nan
Q2GEI3	15481	nan
Q1QMB9	15481	nan
Q3SRV3	15481	nan
Q2G646	15481	nan
A5CCC4	15481	nan
B3CTZ1	15481	nan
A1B0I7	15481	nan
Q2W4T2	15481	nan
Q4FLT4	15481	nan
B4RB35	15481	nan
Q2KA25	15481	nan
Q1MIU5	15481	nan
B9JCX4	15481	nan
A5V5D1	15481	nan
B6IMT0	15481	nan
Q2IWS4	15481	nan
Q07MT9	15481	nan
Q214H7	15481	nan
C3PLL9	15481	nan
A8GPR4	15481	nan
A8GUH4	15481	nan
Q1RGX5	15481	nan
A8EZU3	15481	nan
Q92GH7	15481	nan
Q4UK96	15481	nan
A8F2M5	15481	nan
O08370	15481	nan
C4K1H9	15481	nan
B0BV27	15481	nan
A8GTI9	15481	nan
Q68W07	15481	nan
Q5LPA8	15481	nan
Q1GGA4	15481	nan
Q1GV11	15481	nan
Q73GC3	15481	nan
B3CM26	15481	nan
Q5GTS7	15481	nan
C0R4C7	15481	nan
Q5NN85	15481	nan
O85713	23820	nan
P55354	23820	nan
Q5FPE5	14405	nan
A5EN81	27489	nan
A4YYB9	27489	nan
Q0BRW8	27489	nan
Q2WBD9	27489	nan
Q2RR43	27489	nan
Q98I56	28518	nan
Q6N2R1	28518	nan
Q01578	10440	nan
P50199	23936	nan
Q1GP43	11092	11094
Q1GP43	11096	11098
Q1GWP9	11092	11094
Q1GWP9	11096	11098
A5FYL0	11092	11094
A5FYL0	11096	11098
B6JAF0	11092	11094
B6JAF0	11096	11098
Q8UC48	11092	11094
Q8UC48	11096	11098
Q5PA02	11092	11094
Q5PA02	11096	11098
Q2GLD0	11092	11094
Q2GLD0	11096	11098
A8IJ80	11092	11094
A8IJ80	11096	11098
A1UTZ3	11092	11094
A1UTZ3	11096	11098
Q6G518	11092	11094
Q6G518	11096	11098
Q6G0U8	11092	11094
Q6G0U8	11096	11098
A9IM16	11092	11094
A9IM16	11096	11098
B2ID14	11092	11094
B2ID14	11096	11098
Q89WW0	11092	11094
Q89WW0	11096	11098
A5E8T9	11092	11094
A5E8T9	11096	11098
A4YK34	11092	11094
A4YK34	11096	11098
B2S844	11092	11094
B2S844	11096	11098
Q2YLR3	11092	11094
Q2YLR3	11096	11098
Q57B06	11092	11094
Q57B06	11096	11098
A9M8M4	11092	11094
A9M8M4	11096	11098
C0RFD3	11092	11094
C0RFD3	11096	11098
P64186	11092	11094
P64186	11096	11098
A5VSL7	11092	11094
A5VSL7	11096	11098
B0CIE1	11092	11094
B0CIE1	11096	11098
P64187	11092	11094
P64187	11096	11098
B0T285	11092	11094
B0T285	11096	11098
P58141	11092	11094
P58141	11096	11098
Q3J6D1	11092	11094
Q3J6D1	11096	11098
Q11DE9	11092	11094
Q11DE9	11096	11098
Q3YRF6	11092	11094
Q3YRF6	11096	11098
Q2GHC3	11092	11094
Q2GHC3	11096	11098
Q5FG15	11092	11094
Q5FG15	11096	11098
Q93FR9	11092	11094
Q93FR9	11096	11098
Q5HAM0	11092	11094
Q5HAM0	11096	11098
Q2N8R6	11092	11094
Q2N8R6	11096	11098
Q5FPS8	11092	11094
Q5FPS8	11096	11098
Q0C3I7	11092	11094
Q0C3I7	11096	11098
Q28JW6	11092	11094
Q28JW6	11096	11098
Q0ATQ3	11092	11094
Q0ATQ3	11096	11098
B1M7L6	11092	11094
B1M7L6	11096	11098
Q2GEH4	11092	11094
Q2GEH4	11096	11098
Q1QQP7	11092	11094
Q1QQP7	11096	11098
Q3SVF5	11092	11094
Q3SVF5	11096	11098
Q2G4K3	11092	11094
Q2G4K3	11096	11098
A5CE97	11092	11094
A5CE97	11096	11098
B3CSW2	11092	11094
B3CSW2	11096	11098
A1B3J7	11092	11094
A1B3J7	11096	11098
A7HST0	11092	11094
A7HST0	11096	11098
Q2W015	11092	11094
Q2W015	11096	11098
B3PQA3	11092	11094
B3PQA3	11096	11098
Q2K3D8	11092	11094
Q2K3D8	11096	11098
Q1MAQ9	11092	11094
Q1MAQ9	11096	11098
P58142	11092	11094
P58142	11096	11098
B5ZTC4	11092	11094
B5ZTC4	11096	11098
Q9R9L6	11092	11094
Q9R9L6	11096	11098
Q2J3D3	11092	11094
Q2J3D3	11096	11098
Q07VK7	11092	11094
Q07VK7	11096	11098
P61746	11092	11094
P61746	11096	11098
Q21DB2	11092	11094
Q21DB2	11096	11098
Q13DY0	11092	11094
Q13DY0	11096	11098
B3Q866	11092	11094
B3Q866	11096	11098
Q2RND0	11092	11094
Q2RND0	11096	11098
C3PNH2	11092	11094
C3PNH2	11096	11098
A8GNH3	11092	11094
A8GNH3	11096	11098
A8GUW7	11092	11094
A8GUW7	11096	11098
Q1RH58	11092	11094
Q1RH58	11096	11098
Q92I05	11092	11094
Q92I05	11096	11098
Q4ULP5	11092	11094
Q4ULP5	11096	11098
A8F1L7	11092	11094
A8F1L7	11096	11098
Q9ZDA0	11092	11094
Q9ZDA0	11096	11098
B0BXL6	11092	11094
B0BXL6	11096	11098
A8GS50	11092	11094
A8GS50	11096	11098
Q68WT6	11092	11094
Q68WT6	11096	11098
Q16CW4	11092	11094
Q16CW4	11096	11098
Q5LLR6	11092	11094
Q5LLR6	11096	11098
Q1GCQ4	11092	11094
Q1GCQ4	11096	11098
C3MAF3	11092	11094
C3MAF3	11096	11098
P61749	11092	11094
P61749	11096	11098
B3CLC5	11092	11094
B3CLC5	11096	11098
Q5GS39	11092	11094
Q5GS39	11096	11098
C0R3K2	11092	11094
C0R3K2	11096	11098
Q5NL81	11092	11094
Q5NL81	11096	11098
Q8UEY9	14369	nan
Q9A5Z2	14369	nan
A3PNX3	14369	nan
Q3IYC6	14369	nan
A4WW31	14369	nan
B9KQ02	14369	nan
P95650	14369	nan
Q98ML8	14369	nan
O33512	14369	nan
Q2RPW9	14369	nan
A6UCB5	11816	nan
B6JCI9	15901	nan
B9JYQ2	15901	nan
A8IGZ9	15901	nan
A1UTM4	15901	nan
Q8L1Z7	15901	nan
Q6FZ12	15901	nan
A9IXE7	15901	nan
B2IEV6	15901	nan
Q89WK1	15901	nan
A5E8K1	15901	nan
A4YJP8	15901	nan
B2SC37	15901	nan
Q2YJN6	15901	nan
A6WYJ2	15901	nan
Q576R3	15901	nan
A9MCX8	15901	nan
C0RMJ1	15901	nan
Q8YDC9	15901	nan
A5VVV5	15901	nan
A9WW62	15901	nan
P59160	15901	nan
B0SY17	15901	nan
Q9A634	15901	nan
B8GYN6	15901	nan
Q11CB5	15901	nan
Q2N682	15901	nan
Q0C678	15901	nan
Q0ALQ9	15901	nan
B7KNX9	15901	nan
A9W5P5	15901	nan
B1ZA86	15901	nan
B1M6A7	15901	nan
B0UBD4	15901	nan
B8EML2	15901	nan
Q1QRT7	15901	nan
Q3SW71	15901	nan
Q2G373	15901	nan
A7HZ35	15901	nan
Q4FP74	15901	nan
B3PXK3	15901	nan
Q8KL44	15901	nan
Q1MMY4	15901	nan
Q98DM0	15901	nan
B5ZWT2	15901	nan
Q92T25	15901	nan
B9J6R3	15901	nan
A5VB15	15901	nan
B6IYD3	15901	nan
Q07UT3	15901	nan
Q21CH5	15901	nan
C3MBY8	15901	nan
A6UEW3	15901	nan
Q1GP88	15901	nan
A7IC75	15901	nan
P30798	15901	nan
Q8UAA5	15901	nan
Q5PAE9	15901	nan
Q2GKV7	15901	nan
A3PMX9	15901	nan
Q3IZB8	15901	nan
A4WWV3	15901	nan
B9KN62	15901	nan
A8LKJ5	15901	nan
Q3YRU6	15901	nan
Q2GGW3	15901	nan
Q5FFL8	15901	nan
Q5HB16	15901	nan
Q5FU33	15901	nan
A0LDF3	15901	nan
A1B4Z9	15901	nan
Q6NCX7	15901	nan
Q16D84	15901	nan
Q5LLW1	15901	nan
Q1GCX7	15901	nan
Q73GR4	15901	nan
Q5GSN3	15901	nan
A1IIX2	50228	50229
A1IIX3	35595	35596
A1IIX4	16981	16983
A1IIX5	30147	30149
Q60FX6	49464	49465
Q60FX6	21492	nan
Q60GU1	49464	49465
Q60GU1	21492	nan
A0L3S9	14265	nan
Q8UII5	13557	nan
P35667	13557	nan
Q89WL0	13557	nan
Q8YE82	13557	nan
Q8FXW6	13557	nan
Q9ABS9	13557	nan
Q98DE8	13557	nan
Q92SN3	13557	nan
P61396	13557	nan
P81065	16437	nan
B6JHM4	11680	nan
Q8UIL2	11680	nan
B9JZA3	11680	nan
B9KH18	11680	nan
Q5P9L5	11680	nan
A1URR0	11680	nan
Q6G5J3	11680	nan
Q6G197	11680	nan
Q89N53	11680	nan
A4YSU1	11680	nan
B2SBN5	11680	nan
Q2YK38	11680	nan
Q577H0	11680	nan
A9MEB0	11680	nan
C0RKS9	11680	nan
Q8YBL2	11680	nan
A5VU71	11680	nan
A9WY54	11680	nan
Q8FWT4	11680	nan
Q9A7U9	11680	nan
B8GVI7	11680	nan
A3PK79	11680	nan
Q3J210	11680	nan
A4WTP4	11680	nan
B9KT27	11680	nan
A8LKW5	11680	nan
Q3YT30	11680	nan
Q2GHY2	11680	nan
Q5FF75	11680	nan
Q5HCA2	11680	nan
Q5FPL0	11680	nan
Q1QKC3	11680	nan
Q3SQP4	11680	nan
Q4FMW8	11680	nan
B4R9R7	11680	nan
B3PYH7	11680	nan
Q2KDG7	11680	nan
Q1MMJ7	11680	nan
Q987R3	11680	nan
B5ZYE9	11680	nan
Q92SQ3	11680	nan
B9J7L1	11680	nan
Q2IV75	11680	nan
P60501	11680	nan
Q212S9	11680	nan
Q2RXI5	11680	nan
Q165N4	11680	nan
Q5LRL6	11680	nan
Q1GGV8	11680	nan
C3MCS5	11680	nan
A6UFA3	11680	nan
Q73IH1	11680	nan
B3CPU7	11680	nan
Q5GSJ3	11680	nan
C0R5H8	11680	nan
Q5NN19	11680	nan
Q44571	28310	nan
Q9RH29	13065	nan
Q8KLS9	22188	nan
P60527	11192	nan
P60527	67956	nan
Q60099	11192	nan
Q60099	67956	nan
Q45223	16197	nan
Q56840	13249	13250
Q56841	21052	21053
A7IQH5	21052	21053
A5FZG9	22052	nan
Q6WRT6	22052	nan
Q2RQN9	22052	nan
Q5NRB3	22052	nan
Q06965	12921	nan
P08262	12921	nan
Q04512	12921	nan
A0LDT6	12344	nan
P43089	12921	nan
P08080	12921	nan
P26505	12921	nan
P18079	12921	nan
Q2RWE2	12344	nan
Q1RIV2	12921	nan
Q92G23	12921	nan
Q4UJV4	12921	nan
Q9ZCB8	12921	nan
Q68VS3	12921	nan
P45622	24064	nan
P42504	24064	nan
Q8UC46	13185	nan
B2S842	13185	nan
Q2YLM5	13185	nan
A6WXJ2	13185	nan
Q57B08	13185	nan
A9M8M2	13185	nan
C0RFD1	13185	nan
Q8YJB0	13185	nan
A5VSL5	13185	nan
B0CID9	13185	nan
Q8FYI6	13185	nan
B0T287	13185	nan
Q9ABZ8	13185	nan
B8GXG1	13185	nan
Q3YSA8	13185	nan
Q2GGC7	13185	nan
Q0BX92	13185	nan
Q1QQP5	13185	nan
Q3SVF3	13185	nan
A5CDH4	13185	nan
B3CUP9	13185	nan
A1B853	13185	nan
B4RC21	13185	nan
Q98EI7	13185	nan
Q92LH7	13185	nan
C3PNS9	13185	nan
A8GNR5	13185	nan
A8GXC8	13185	nan
Q1RJN7	13185	nan
A8EYJ9	13185	nan
Q92HR5	13185	nan
Q4ULA5	13185	nan
A8F1Y8	13185	nan
Q9ZD77	13185	nan
C4K265	13185	nan
B0BY00	13185	nan
A8GSI6	13185	nan
Q68WR3	13185	nan
Q1GP41	13185	nan
C0R2M3	13185	nan
Q8UD80	18257	nan
B9JZ61	18257	nan
Q89SC2	18257	nan
B2S710	18257	nan
Q2YS10	18257	nan
A6WZC8	18257	nan
Q57BW7	18257	nan
A9M6L4	18257	nan
C0REI6	18257	nan
P63850	18257	nan
P63851	18257	nan
B0T8D1	18257	nan
Q9AAT8	18257	nan
B8GZX1	18257	nan
Q11GB4	18257	nan
B3PV29	18257	nan
Q2K5S3	18257	nan
Q1MDJ5	18257	nan
B5ZY73	18257	nan
Q92PD8	18257	nan
B9J7B2	18257	nan
C3PM25	18257	nan
A8GQB7	18257	nan
A8GY81	18257	nan
Q1RGQ3	18257	nan
Q92FV8	18257	nan
Q4UJP2	18257	nan
Q9ZC86	18257	nan
C4K2Y8	18257	nan
B0BVQ3	18257	nan
A8GU63	18257	nan
Q68VN1	18257	nan
A6U9R1	18257	nan
P33770	15425	nan
Q8U9F7	22584	nan
B9JS40	22584	nan
P28602	22584	nan
A5EBP8	22584	nan
B2SCP3	22584	nan
Q2YIS9	22584	nan
A6X6W2	22584	nan
P0A3D8	22584	nan
A9MDJ3	22584	nan
C0RK28	22584	nan
P0A3D6	22584	nan
A5VTJ7	22584	nan
A9WXE2	22584	nan
P0A3D7	22584	nan
P57777	22584	nan
B8GW40	22584	nan
Q11ES4	22584	nan
Q5FSJ9	22584	nan
Q0BWA5	22584	nan
B8EJ84	22584	nan
Q1QI02	22584	nan
Q4FNS1	22584	nan
B4RD10	22584	nan
B3PZU8	22584	nan
Q2K4C4	22584	nan
Q1MBW8	22584	nan
Q98H61	22584	nan
B5ZPG3	22584	nan
Q92M52	22584	nan
Q59735	22584	nan
Q2IRD5	22584	nan
Q07H58	22584	nan
Q6NBF3	22584	nan
Q13CU0	22584	nan
B3QF66	22584	nan
A8GYD7	22584	nan
Q1RGK5	22584	nan
A8F0B2	22584	nan
Q92FV4	22584	nan
Q4UJN9	22584	nan
Q9ZC84	22584	nan
Q68VM9	22584	nan
Q73FY6	22584	nan
B3CLU1	22584	nan
Q5GRR7	22584	nan
C0R4L0	22584	nan
P57779	22584	nan
Q53229	62000	nan
Q9ZC85	62000	nan
O31381	15425	nan
P51008	15425	nan
P95651	15425	nan
Q51676	15425	nan
Q89XH1	15449	nan
B0T816	15449	nan
Q9A5B8	15449	nan
B8H072	15449	nan
Q1QPR8	15449	nan
B3PWZ9	15449	nan
Q2K9E5	15449	nan
Q1MI52	15449	nan
Q983J4	15449	nan
B5ZZA8	15449	nan
Q9X4F5	15449	nan
B9JHZ9	15449	nan
Q2J1P2	15449	nan
Q07T66	15449	nan
Q6N0T9	15449	nan
Q21AX5	15449	nan
Q13CD3	15449	nan
B3QB98	15449	nan
C3M930	15449	nan
A6UDD3	15449	nan
P37171	17973	17975
P37171	25424	25426
B6JIW1	18473	nan
Q8UHK1	18473	nan
Q89DB4	18473	nan
A5ECJ5	18473	nan
A4Z0T3	18473	nan
B2SCY9	18473	nan
Q2YIJ9	18473	nan
A6X3C3	18473	nan
Q579Q6	18473	nan
A9MDU6	18473	nan
C0RKC9	18473	nan
Q8YB47	18473	nan
A5VTT6	18473	nan
A9WXP5	18473	nan
Q8FX92	18473	nan
Q9A2P5	18473	nan
B8H5P6	18473	nan
O08385	18473	nan
Q11LA2	18473	nan
Q5FS84	18473	nan
Q0AP80	18473	nan
Q1QIM4	18473	nan
Q3SPH2	18473	nan
Q2G469	18473	nan
Q2W1X8	18473	nan
B3PRB1	18473	nan
Q2KC02	18473	nan
Q987S8	18473	nan
Q92RR6	18473	nan
A5VA16	18473	nan
Q2IZ07	18473	nan
Q07TA7	18473	nan
P60806	18473	nan
Q20X96	18473	nan
Q131A2	18473	nan
B3QIF6	18473	nan
Q2RQM6	18473	nan
C3MGT4	18473	nan
A6U6I2	18473	nan
Q1GRI4	18473	nan
Q9RH04	18473	nan
Q89WM3	22828	nan
P60538	22828	nan
Q938W0	22828	nan
P60539	22828	nan
A5FYE6	22828	nan
Q8UJ91	22828	nan
B9JXX0	22828	nan
P26722	22828	nan
A8HYT3	22828	nan
B2S985	22828	nan
Q2YQY7	22828	nan
A6WX51	22828	nan
Q57AH2	22828	nan
A9M9S0	22828	nan
C0RFX4	22828	nan
P64351	22828	nan
A5VT44	22828	nan
B0CJI7	22828	nan
P64352	22828	nan
B0T797	22828	nan
Q9A228	22828	nan
B8GW16	22828	nan
A3PI61	22828	nan
P50935	22828	nan
A4WUS9	22828	nan
B9KPC7	22828	nan
Q11CK6	22828	nan
A8LSV9	22828	nan
Q2N8I9	22828	nan
Q5FTN2	22828	nan
Q0BPX5	22828	nan
Q28NJ9	22828	nan
A0LCF5	22828	nan
B8IPH2	22828	nan
B1M0Q0	22828	nan
B0UHR4	22828	nan
Q1QRW9	22828	nan
Q3SWF2	22828	nan
Q2G9L7	22828	nan
A1B389	22828	nan
A7HSG7	22828	nan
Q2VYJ1	22828	nan
B3PWH8	22828	nan
Q2KE62	22828	nan
Q1MNF9	22828	nan
Q98CT0	22828	nan
B5ZV90	22828	nan
Q92TB4	22828	nan
B9JG64	22828	nan
A5V9F7	22828	nan
O30723	22828	nan
Q2RNA8	22828	nan
Q162Q0	22828	nan
Q5LUA0	22828	nan
Q1GEZ2	22828	nan
C3MBC0	22828	nan
A6UEK2	22828	nan
Q1GQI3	22828	nan
Q5NMD7	22828	nan
A5G0S8	20049	nan
Q8UEK7	20049	nan
Q89IW3	20049	nan
A5ELY1	20049	nan
A4YSB5	20049	nan
B2S5T1	20049	nan
Q2YQ02	20049	nan
A6X0X1	20049	nan
Q57D60	20049	nan
A9M587	20049	nan
C0RJ48	20049	nan
Q8YH95	20049	nan
B0CGM5	20049	nan
Q8G0L3	20049	nan
B0T5D0	20049	nan
Q9AAY5	20049	nan
B8GZS0	20049	nan
A3PJ78	20049	nan
Q53158	20049	nan
A4WRQ0	20049	nan
B9KRK6	20049	nan
Q11JM5	20049	nan
A8LK58	20049	nan
Q2NAM2	20049	nan
Q5FPD9	20049	nan
Q0BTI5	20049	nan
Q0BWU4	20049	nan
Q28PE4	20049	nan
A0LCF4	20049	nan
Q1QMS2	20049	nan
Q3ST00	20049	nan
A1B9F2	20049	nan
Q2W4W4	20049	nan
B3PNV9	20049	nan
Q2K853	20049	nan
Q1MGA3	20049	nan
Q98LQ5	20049	nan
B5ZQK7	20049	nan
Q92QB5	20049	nan
B9JFG9	20049	nan
A5V3S9	20049	nan
B6IMI3	20049	nan
Q2IY19	20049	nan
Q07P45	20049	nan
P60544	20049	nan
Q212N1	20049	nan
Q134L8	20049	nan
B3QE24	20049	nan
Q2RTY3	20049	nan
Q166D6	20049	nan
Q5LST2	20049	nan
Q1GGT9	20049	nan
C3MB44	20049	nan
A6U8C1	20049	nan
Q1GSW9	20049	nan
Q9X3W1	20049	nan
Q5LU97	15469	nan
Q1GHT0	15469	nan
Q5LR59	15469	nan
Q1GEZ5	15469	nan
A5FYE4	15469	nan
B6JCG4	15469	nan
P58790	15469	nan
B9JXW8	15469	nan
P26720	15469	nan
A8HYT9	15469	nan
B2ICL3	15469	nan
Q89WM5	15469	nan
A5E8E8	15469	nan
A4YJV4	15469	nan
B2S983	15469	nan
Q2YQY9	15469	nan
A6WX53	15469	nan
Q57AH4	15469	nan
A9M9R8	15469	nan
C0RFX2	15469	nan
Q8YE36	15469	nan
A5VT42	15469	nan
B0CJI5	15469	nan
Q8FY08	15469	nan
B0T799	15469	nan
Q9A230	15469	nan
A3PI63	15469	nan
P50936	15469	nan
A4WUS7	15469	nan
B9KPC9	15469	nan
Q11CK8	15469	nan
A8LHX7	15469	nan
Q2N8I7	15469	nan
Q0BPX3	15469	nan
Q0C639	15469	nan
Q28NK3	15469	nan
A0LCF2	15469	nan
Q0AP83	15469	nan
B8IPH4	15469	nan
B0UHR6	15469	nan
B8EM86	15469	nan
Q1QRX1	15469	nan
Q3SWF0	15469	nan
Q2G9L9	15469	nan
A1B387	15469	nan
A7HSH1	15469	nan
Q2VYI9	15469	nan
Q4FNT6	15469	nan
B3PWI0	15469	nan
Q2KE60	15469	nan
Q1MNC1	15469	nan
Q98CT3	15469	nan
B5ZV92	15469	nan
Q92TB2	15469	nan
B9JG66	15469	nan
A5V9V9	15469	nan
O30725	15469	nan
B6IWI6	15469	nan
Q2J341	15469	nan
Q07UQ8	15469	nan
P60582	15469	nan
Q21CK4	15469	nan
Q13E39	15469	nan
B3Q950	15469	nan
Q2RNA6	15469	nan
Q162Q2	15469	nan
C3MBC2	15469	nan
A6UEK4	15469	nan
Q1GNC2	15469	nan
A7IHP0	15469	nan
Q5NMD5	15469	nan
Q3SWE9	24793	nan
Q3SWE9	15889	nan
Q3SPZ6	24793	nan
Q3SPZ6	15889	nan
P58788	24793	nan
P58788	15889	nan
P18785	24793	nan
P18785	15889	nan
Q89WM6	24793	nan
Q89WM6	15889	nan
Q2YQZ0	24793	nan
Q2YQZ0	15889	nan
Q57AH5	24793	nan
Q57AH5	15889	nan
Q8YE35	24793	nan
Q8YE35	15889	nan
Q8FY09	24793	nan
Q8FY09	15889	nan
Q9A231	24793	nan
Q9A231	15889	nan
O33565	24793	nan
O33565	15889	nan
Q5FTN5	24793	nan
Q5FTN5	15889	nan
Q0BPX1	24793	nan
Q0BPX1	15889	nan
Q4FNT5	24793	nan
Q4FNT5	15889	nan
Q98CT5	24793	nan
Q98CT5	15889	nan
Q92TB1	24793	nan
Q92TB1	15889	nan
P60601	24793	nan
P60601	15889	nan
Q2RNA5	24793	nan
Q2RNA5	15889	nan
Q5LU93	24793	nan
Q5LU93	15889	nan
Q5NMD4	24793	nan
Q5NMD4	15889	nan
A5FYE5	24793	nan
B6JCG5	24793	nan
P58799	24793	nan
P26721	24793	nan
A8HYT7	24793	nan
B2ICL0	24793	nan
Q89WM4	24793	nan
A5E8E5	24793	nan
A4YJV5	24793	nan
B2S984	24793	nan
Q2YQY8	24793	nan
A6WX52	24793	nan
Q57AH3	24793	nan
A9M9R9	24793	nan
C0RFX3	24793	nan
Q8YE37	24793	nan
A5VT43	24793	nan
B0CJI6	24793	nan
Q8FY07	24793	nan
B0T798	24793	nan
Q9A229	24793	nan
B8GW15	24793	nan
A3PI62	24793	nan
P50937	24793	nan
A4WUS8	24793	nan
B9KPC8	24793	nan
Q11CK7	24793	nan
A8LHX5	24793	nan
A9GZW9	24793	nan
Q5FTN3	24793	nan
Q0C643	24793	nan
Q28NK0	24793	nan
A0LCF3	24793	nan
Q0AP84	24793	nan
B7KPM8	24793	nan
A9W5U0	24793	nan
B8IPH3	24793	nan
B1ZAD6	24793	nan
B1LUA2	24793	nan
B0UHR5	24793	nan
B8EM84	24793	nan
Q1QRX0	24793	nan
Q3SWF1	24793	nan
A1B388	24793	nan
A7HSH0	24793	nan
Q2VYJ0	24793	nan
Q4FNT7	24793	nan
Q98CT1	24793	nan
Q92TB3	24793	nan
A5V9W0	24793	nan
O30724	24793	nan
B6IWI7	24793	nan
Q2J340	24793	nan
Q07UQ9	24793	nan
P60667	24793	nan
Q21CK1	24793	nan
Q13E40	24793	nan
B3Q951	24793	nan
Q2RNA7	24793	nan
Q162Q1	24793	nan
Q5LU99	24793	nan
Q1GEZ3	24793	nan
C3MBC1	24793	nan
A6UEK3	24793	nan
Q1GNC3	24793	nan
A7IHN9	24793	nan
Q5NMD6	24793	nan
A5FYE1	11040	nan
B6JAL6	11040	nan
Q8UJ89	11040	nan
P18787	11040	nan
A8HYU9	11040	nan
B2ICL6	11040	nan
Q89WM8	11040	nan
A5E8F1	11040	nan
A4YJV1	11040	nan
B2S980	11040	nan
Q2YQZ2	11040	nan
A6WX56	11040	nan
Q57AH7	11040	nan
A9M9R5	11040	nan
C0RFW9	11040	nan
P64366	11040	nan
A5VT39	11040	nan
B0CJI2	11040	nan
P64367	11040	nan
B0T7A1	11040	nan
Q9A232	11040	nan
B8GW12	11040	nan
A3PI66	11040	nan
O33564	11040	nan
A4WUS5	11040	nan
B9KPD2	11040	nan
Q11CL1	11040	nan
A8LQZ6	11040	nan
Q2N8I5	11040	nan
A9GZY1	11040	nan
Q5FTN7	11040	nan
Q0BPW9	11040	nan
Q0C636	11040	nan
Q28NK7	11040	nan
A0LBT6	11040	nan
B7KPM4	11040	nan
A9W5T6	11040	nan
B1ZAD1	11040	nan
B1LU98	11040	nan
B8EM89	11040	nan
Q1QRX4	11040	nan
Q3SWE7	11040	nan
Q2G9M2	11040	nan
A1B384	11040	nan
A7HSH4	11040	nan
Q2VYI7	11040	nan
Q4FNT4	11040	nan
B4RBJ4	11040	nan
B3PWI5	11040	nan
Q2KE56	11040	nan
Q1MNB6	11040	nan
Q98CT7	11040	nan
B5ZV97	11040	nan
Q92TB0	11040	nan
A5V9V7	11040	nan
Q2J344	11040	nan
Q07UQ5	11040	nan
P60887	11040	nan
Q21CK7	11040	nan
Q13E36	11040	nan
B3Q8C2	11040	nan
Q2RNA4	11040	nan
Q162Q6	11040	nan
Q5LU92	11040	nan
Q1GF01	11040	nan
C3MBC5	11040	nan
A6UEK7	11040	nan
Q1GNC0	11040	nan
A7IHP3	11040	nan
Q5NMD3	11040	nan
Q89GX0	23744	nan
Q9A671	23744	nan
Q5FRR4	23744	nan
Q987C8	23744	nan
Q92MG0	23744	nan
Q89UL9	23744	nan
Q9A5B6	23744	nan
Q5FQA6	23744	nan
Q98G10	23744	nan
Q92L21	23744	nan
