protein	reaction	direction
P64201	14513	nan
P99169	17521	nan
P99169	14513	nan
Q6GFF8	17521	nan
Q6GFF8	14513	nan
Q6G834	17521	nan
Q6G834	14513	nan
A8Z2R3	17521	nan
A8Z2R3	14513	nan
Q9RF06	17521	nan
Q9RF06	14513	nan
P64202	17521	nan
P64202	14513	nan
B9DMT7	17521	nan
B9DMT7	14513	nan
Q5HN35	17521	nan
Q5HN35	14513	nan
Q8CRU4	17521	nan
Q8CRU4	14513	nan
Q4L7L3	17521	nan
Q4L7L3	14513	nan
Q49YU3	17521	nan
Q49YU3	14513	nan
Q45486	17521	nan
Q45486	14513	nan
Q3JZM2	17521	nan
Q3JZM2	14513	nan
Q8E3P5	17521	nan
Q8E3P5	14513	nan
Q8DY26	17521	nan
Q8DY26	14513	nan
Q82JL2	17521	nan
Q82JL2	14513	nan
Q9Z578	17521	nan
Q9Z578	14513	nan
C0M7E9	17521	nan
C0M7E9	14513	nan
B4U198	17521	nan
B4U198	14513	nan
A8AVE3	17521	nan
A8AVE3	14513	nan
Q8DSG6	17521	nan
Q8DSG6	14513	nan
Q99YC1	17521	nan
Q99YC1	14513	nan
Q04M42	17521	nan
Q04M42	14513	nan
P0DB26	17521	nan
P0DB26	14513	nan
B5E1P6	17521	nan
B5E1P6	14513	nan
Q5XAC8	17521	nan
Q5XAC8	14513	nan
C1C5H1	17521	nan
C1C5H1	14513	nan
Q8NZM1	17521	nan
Q8NZM1	14513	nan
Q1JA75	17521	nan
Q1JA75	14513	nan
Q1JKC8	17521	nan
Q1JKC8	14513	nan
Q1JFC0	17521	nan
Q1JFC0	14513	nan
Q1J570	17521	nan
Q1J570	14513	nan
A2RCV8	17521	nan
A2RCV8	14513	nan
B1I9M7	17521	nan
B1I9M7	14513	nan
B8ZLK0	17521	nan
B8ZLK0	14513	nan
Q48RQ5	17521	nan
Q48RQ5	14513	nan
Q97SE7	17521	nan
Q97SE7	14513	nan
P0DB27	17521	nan
P0DB27	14513	nan
B2ILX7	17521	nan
B2ILX7	14513	nan
B5XHZ8	17521	nan
B5XHZ8	14513	nan
Q8DR11	17521	nan
Q8DR11	14513	nan
A4VZG6	17521	nan
A4VZG6	14513	nan
C0ME96	17521	nan
C0ME96	14513	nan
A3CLF9	17521	nan
A3CLF9	14513	nan
A4VT84	17521	nan
A4VT84	14513	nan
Q5LYF0	17521	nan
Q5LYF0	14513	nan
Q5M313	17521	nan
Q5M313	14513	nan
Q03J82	17521	nan
Q03J82	14513	nan
B9DVG5	17521	nan
B9DVG5	14513	nan
C1CCJ9	17521	nan
C1CCJ9	14513	nan
C1CIT7	17521	nan
C1CIT7	14513	nan
C1CPU6	17521	nan
C1CPU6	14513	nan
Q67KJ3	17521	nan
Q67KJ3	14513	nan
Q31S19	17521	nan
Q31S19	14513	nan
Q2JXB3	17521	nan
Q2JXB3	14513	nan
Q2JNH3	17521	nan
Q2JNH3	14513	nan
Q5N294	17521	nan
Q5N294	14513	nan
A5GPE6	17521	nan
A5GPE6	14513	nan
Q3AVV7	17521	nan
Q3AVV7	14513	nan
Q3AGQ3	17521	nan
Q3AGQ3	14513	nan
P74215	17521	nan
P74215	14513	nan
Q47SC0	17521	nan
Q47SC0	14513	nan
B0KBN3	17521	nan
B0KBN3	14513	nan
B0K3S4	17521	nan
B0K3S4	14513	nan
B9KZK4	17521	nan
B9KZK4	14513	nan
Q72H75	17521	nan
Q72H75	14513	nan
Q9LCX2	17521	nan
Q9LCX2	14513	nan
Q8DGC4	17521	nan
Q8DGC4	14513	nan
Q10XY9	17521	nan
Q10XY9	14513	nan
Q3M629	17521	nan
Q3M629	14513	nan
Q83HX1	17521	nan
Q83HX1	14513	nan
Q83GA2	17521	nan
Q83GA2	14513	nan
B1AJI4	17521	nan
B1AJI4	14513	nan
Q9PPU6	17521	nan
Q9PPU6	14513	nan
B5ZC51	17521	nan
B5ZC51	14513	nan
P58251	17521	nan
P58251	14513	nan
Q97EX7	17521	nan
Q97EX7	14513	nan
B0BZ26	17521	nan
B0BZ26	14513	nan
A3DE86	17521	nan
A3DE86	14513	nan
A0LSQ9	17521	nan
A0LSQ9	14513	nan
A0JUI0	17521	nan
A0JUI0	14513	nan
C3PBQ3	17521	nan
C3PBQ3	14513	nan
C3L558	17521	nan
C3L558	14513	nan
A0R920	17521	nan
A0R920	14513	nan
Q81ZE9	17521	nan
Q81ZE9	14513	nan
B7JMB1	17521	nan
B7JMB1	14513	nan
Q73EK9	17521	nan
Q73EK9	14513	nan
B7IUX8	17521	nan
B7IUX8	14513	nan
C1EV87	17521	nan
C1EV87	14513	nan
B7H4W1	17521	nan
B7H4W1	14513	nan
B7HSX9	17521	nan
B7HSX9	14513	nan
A7GKK2	17521	nan
A7GKK2	14513	nan
B9J1M9	17521	nan
B9J1M9	14513	nan
Q81IN4	17521	nan
Q81IN4	14513	nan
Q63GR1	17521	nan
Q63GR1	14513	nan
Q6HP82	17521	nan
Q6HP82	14513	nan
Q65MP9	17521	nan
Q65MP9	14513	nan
A9VRH6	17521	nan
A9VRH6	14513	nan
A8FAR9	17521	nan
A8FAR9	14513	nan
O06492	17521	nan
O06492	14513	nan
A7Z266	17521	nan
A7Z266	14513	nan
C5C2F6	17521	nan
C5C2F6	14513	nan
B8DSI4	17521	nan
B8DSI4	14513	nan
A1A3F7	17521	nan
A1A3F7	14513	nan
Q8G767	17521	nan
Q8G767	14513	nan
B9MQ83	17521	nan
B9MQ83	14513	nan
Q8RC41	17521	nan
Q8RC41	14513	nan
A4XHY7	17521	nan
A4XHY7	14513	nan
Q3AD37	17521	nan
Q3AD37	14513	nan
A9WA95	17521	nan
A9WA95	14513	nan
B8GCI2	17521	nan
B8GCI2	14513	nan
B9LCU6	17521	nan
B9LCU6	14513	nan
A7FYL4	17521	nan
A7FYL4	14513	nan
C3KU98	17521	nan
C3KU98	14513	nan
B2UZ25	17521	nan
B2UZ25	14513	nan
B2TIZ8	17521	nan
B2TIZ8	14513	nan
A5I6Z4	17521	nan
A5I6Z4	14513	nan
C1FLE0	17521	nan
C1FLE0	14513	nan
B1INF8	17521	nan
B1INF8	14513	nan
A7GIK3	17521	nan
A7GIK3	14513	nan
B1L1H0	17521	nan
B1L1H0	14513	nan
C3PFU9	17521	nan
C3PFU9	14513	nan
Q6NHQ2	17521	nan
Q6NHQ2	14513	nan
Q8FPZ1	17521	nan
Q8FPZ1	14513	nan
A4QDK7	17521	nan
A4QDK7	14513	nan
Q8NR18	17521	nan
Q8NR18	14513	nan
C4LJJ2	17521	nan
C4LJJ2	14513	nan
B1X0Z4	17521	nan
B1X0Z4	14513	nan
B8HU22	17521	nan
B8HU22	14513	nan
Q3Z6V4	17521	nan
Q3Z6V4	14513	nan
A5FQ06	17521	nan
A5FQ06	14513	nan
Q3ZYM6	17521	nan
Q3ZYM6	14513	nan
C1D0J7	17521	nan
C1D0J7	14513	nan
Q1IZV0	17521	nan
Q1IZV0	14513	nan
Q9RUV6	17521	nan
Q9RUV6	14513	nan
B8FP45	17521	nan
B8FP45	14513	nan
Q24QL6	17521	nan
Q24QL6	14513	nan
Q837V4	17521	nan
Q837V4	14513	nan
B1YM02	17521	nan
B1YM02	14513	nan
C4L691	17521	nan
C4L691	14513	nan
Q5L3B4	17521	nan
Q5L3B4	14513	nan
P58250	17521	nan
P58250	14513	nan
C5D4K5	17521	nan
C5D4K5	14513	nan
A4IJZ1	17521	nan
A4IJZ1	14513	nan
B7KKZ9	17521	nan
B7KKZ9	14513	nan
Q7NG91	17521	nan
Q7NG91	14513	nan
Q9KF29	17521	nan
Q9KF29	14513	nan
B8D124	17521	nan
B8D124	14513	nan
B0TDK8	17521	nan
B0TDK8	14513	nan
A9B090	17521	nan
A9B090	14513	nan
A6W7L6	17521	nan
A6W7L6	14513	nan
B2GKN0	17521	nan
B2GKN0	14513	nan
Q5FLL2	17521	nan
Q5FLL2	14513	nan
Q1GBF5	17521	nan
Q1GBF5	14513	nan
Q04BV8	17521	nan
Q04BV8	14513	nan
Q74I51	17521	nan
Q74I51	14513	nan
Q9CJ44	17521	nan
Q9CJ44	14513	nan
A2RHP4	17521	nan
A2RHP4	14513	nan
Q032T4	17521	nan
Q032T4	14513	nan
A9KJ25	17521	nan
A9KJ25	14513	nan
Q88XP8	17521	nan
Q88XP8	14513	nan
B1N064	17521	nan
B1N064	14513	nan
Q1WSH8	17521	nan
Q1WSH8	14513	nan
Q92AQ2	17521	nan
Q92AQ2	14513	nan
C1KW55	17521	nan
C1KW55	14513	nan
Q71YR2	17521	nan
Q71YR2	14513	nan
B8DFG7	17521	nan
B8DFG7	14513	nan
P58817	17521	nan
P58817	14513	nan
A0AJK9	17521	nan
A0AJK9	14513	nan
B1HTW8	17521	nan
B1HTW8	14513	nan
B9E827	17521	nan
B9E827	14513	nan
B0JVY2	17521	nan
B0JVY2	14513	nan
C5C9I3	17521	nan
C5C9I3	14513	nan
Q2RGY3	17521	nan
Q2RGY3	14513	nan
A0QJD5	17521	nan
A0QJD5	14513	nan
B1MDU9	17521	nan
B1MDU9	14513	nan
P64206	17521	nan
P64206	14513	nan
A1KN07	17521	nan
A1KN07	14513	nan
C1AGC8	17521	nan
C1AGC8	14513	nan
B8ZS25	17521	nan
B8ZS25	14513	nan
O33104	17521	nan
O33104	14513	nan
B2HIF6	17521	nan
B2HIF6	14513	nan
Q73VG8	17521	nan
Q73VG8	14513	nan
A0QUW9	17521	nan
A0QUW9	14513	nan
A5U724	17521	nan
A5U724	14513	nan
P9WN58	17521	nan
P9WN58	14513	nan
P9WN59	17521	nan
P9WN59	14513	nan
A0PPX3	17521	nan
A0PPX3	14513	nan
A1T6X9	17521	nan
A1T6X9	14513	nan
B2A5W6	17521	nan
B2A5W6	14513	nan
Q5YRT3	17521	nan
Q5YRT3	14513	nan
B2J1S6	17521	nan
B2J1S6	14513	nan
P58527	17521	nan
P58527	14513	nan
Q8ES79	17521	nan
Q8ES79	14513	nan
A1R4R0	17521	nan
A1R4R0	14513	nan
Q7U9G6	17521	nan
Q7U9G6	14513	nan
B1XNN1	17521	nan
B1XNN1	14513	nan
A3PAV5	17521	nan
A3PAV5	14513	nan
A2C068	17521	nan
A2C068	14513	nan
A8G2P3	17521	nan
A8G2P3	14513	nan
A2CCF2	17521	nan
A2CCF2	14513	nan
A9BDK3	17521	nan
A9BDK3	14513	nan
A2BUL5	17521	nan
A2BUL5	14513	nan
Q7VDV3	17521	nan
Q7VDV3	14513	nan
Q7TUN4	17521	nan
Q7TUN4	14513	nan
Q7V354	17521	nan
Q7V354	14513	nan
A2BP33	17521	nan
A2BP33	14513	nan
Q46HD8	17521	nan
Q46HD8	14513	nan
B8HFK0	17521	nan
B8HFK0	14513	nan
A9WPN1	17521	nan
A9WPN1	14513	nan
C0ZXK6	17521	nan
C0ZXK6	14513	nan
Q0S2I8	17521	nan
Q0S2I8	14513	nan
C1B1S8	17521	nan
C1B1S8	14513	nan
B7K034	17521	nan
B7K034	14513	nan
A7NR21	17521	nan
A7NR21	14513	nan
A5USE7	17521	nan
A5USE7	14513	nan
Q1AXT1	17521	nan
Q1AXT1	14513	nan
A8M5E5	17521	nan
A8M5E5	14513	nan
A4X489	17521	nan
A4X489	14513	nan
Q5WJ21	17521	nan
Q5WJ21	14513	nan
A7X428	17521	nan
A7X428	14513	nan
A6U306	17521	nan
A6U306	14513	nan
Q2FFJ4	17521	nan
Q2FFJ4	14513	nan
Q2FWY8	17521	nan
Q2FWY8	14513	nan
A5IU68	17521	nan
A5IU68	14513	nan
Q2YU75	17521	nan
Q2YU75	14513	nan
Q5HEM1	17521	nan
Q5HEM1	14513	nan
A6QIC9	17521	nan
A6QIC9	14513	nan
P68807	17521	nan
P68807	14513	nan
P68808	17521	nan
P68808	14513	nan
Q6GFF6	17521	nan
Q6GFF6	14513	nan
Q6G832	17521	nan
Q6G832	14513	nan
A8Z2R5	17521	nan
A8Z2R5	14513	nan
P68809	17521	nan
P68809	14513	nan
P68810	17521	nan
P68810	14513	nan
B9DMT9	17521	nan
B9DMT9	14513	nan
Q5HN33	17521	nan
Q5HN33	14513	nan
Q8CRU2	17521	nan
Q8CRU2	14513	nan
Q4L7L5	17521	nan
Q4L7L5	14513	nan
Q49YU5	17521	nan
Q49YU5	14513	nan
Q3JZM0	17521	nan
Q3JZM0	14513	nan
Q8E3P3	17521	nan
Q8E3P3	14513	nan
Q8DY24	17521	nan
Q8DY24	14513	nan
Q82JK9	17521	nan
Q82JK9	14513	nan
Q9Z581	17521	nan
Q9Z581	14513	nan
C0M7E7	17521	nan
C0M7E7	14513	nan
B4U196	17521	nan
B4U196	14513	nan
A8AVE1	17521	nan
A8AVE1	14513	nan
B1VZV9	17521	nan
B1VZV9	14513	nan
Q8DSG4	17521	nan
Q8DSG4	14513	nan
P68890	17521	nan
P68890	14513	nan
Q04M40	17521	nan
Q04M40	14513	nan
P0DB28	17521	nan
P0DB28	14513	nan
B5E1P8	17521	nan
B5E1P8	14513	nan
Q5XAC6	17521	nan
Q5XAC6	14513	nan
C1C5H3	17521	nan
C1C5H3	14513	nan
Q8NZL9	17521	nan
Q8NZL9	14513	nan
A2RCV6	17521	nan
A2RCV6	14513	nan
B1I9M9	17521	nan
B1I9M9	14513	nan
B8ZLK2	17521	nan
B8ZLK2	14513	nan
Q97SE5	17521	nan
Q97SE5	14513	nan
P0DB29	17521	nan
P0DB29	14513	nan
B5XI00	17521	nan
B5XI00	14513	nan
P59661	17521	nan
P59661	14513	nan
A4VZG4	17521	nan
A4VZG4	14513	nan
C0ME98	17521	nan
C0ME98	14513	nan
A3CLF7	17521	nan
A3CLF7	14513	nan
A4VT82	17521	nan
A4VT82	14513	nan
Q03J80	17521	nan
Q03J80	14513	nan
B9DVG7	17521	nan
B9DVG7	14513	nan
C1CCK1	17521	nan
C1CCK1	14513	nan
C1CIT9	17521	nan
C1CIT9	14513	nan
C1CPU8	17521	nan
C1CPU8	14513	nan
Q67KJ1	17521	nan
Q67KJ1	14513	nan
Q2JUT8	17521	nan
Q2JUT8	14513	nan
Q2JJK5	17521	nan
Q2JJK5	14513	nan
A5GIJ9	17521	nan
A5GIJ9	14513	nan
A5GW52	17521	nan
A5GW52	14513	nan
Q0IDA2	17521	nan
Q0IDA2	14513	nan
Q3AW42	17521	nan
Q3AW42	14513	nan
Q3AMW9	17521	nan
Q3AMW9	14513	nan
Q0AZZ3	17521	nan
Q0AZZ3	14513	nan
Q55450	17521	nan
Q55450	14513	nan
Q47SC4	17521	nan
Q47SC4	14513	nan
B0KBN5	17521	nan
B0KBN5	14513	nan
B0K3S2	17521	nan
B0K3S2	14513	nan
B9L146	17521	nan
B9L146	14513	nan
Q9LCX4	17521	nan
Q9LCX4	14513	nan
Q8DIQ7	17521	nan
Q8DIQ7	14513	nan
Q3M691	17521	nan
Q3M691	14513	nan
A0A0H2WZ38	57928	nan
A0A0H2WZ38	15889	nan
A0A0H3JN63	57928	nan
A0A0H3JN63	15889	nan
Q8DNZ8	57928	nan
Q8DNZ8	15889	nan
Q8KZT5	19501	nan
Q8KZT5	12901	nan
P71016	15305	15306
P71017	33051	33052
Q9RR46	11036	nan
Q06700	23972	nan
Q9ZAA6	23972	nan
Q9ZAA7	23972	nan
Q9ZAA8	23972	nan
Q8YLL1	17473	nan
Q8YN49	17473	nan
A3DHH6	17473	nan
C3P598	17473	nan
C3L8S8	17473	nan
A0RBW5	17473	nan
Q81SW2	17473	nan
B7JGZ6	17473	nan
Q73AY4	17473	nan
B7IP89	17473	nan
C1EN08	17473	nan
B7HHR5	17473	nan
B7HL21	17473	nan
A7GN48	17473	nan
B9IVN3	17473	nan
Q81FQ8	17473	nan
Q63DM1	17473	nan
Q6HL44	17473	nan
A9VMC0	17473	nan
A8FEL2	17473	nan
P48063	17473	nan
P19465	17473	nan
A7Z630	17473	nan
B3DR12	17473	nan
Q8G3S1	17473	nan
C0ZCC7	17473	nan
Q8R7N2	17473	nan
Q3ADI2	17473	nan
Q97D54	17473	nan
A7FU67	17473	nan
C3KVW3	17473	nan
A6LWG6	17473	nan
A5I231	17473	nan
C1FN26	17473	nan
B1IL94	17473	nan
A7GDP1	17473	nan
B1L1S1	17473	nan
Q18BW7	17473	nan
B9E092	17473	nan
A5N6S3	17473	nan
A0Q2L7	17473	nan
Q0TRM0	17473	nan
Q8XLM2	17473	nan
Q0STY9	17473	nan
C3PJE8	17473	nan
Q8FMG3	17473	nan
A4QH94	17473	nan
Q8NM84	17473	nan
Q3Z782	17473	nan
A5FQD3	17473	nan
Q3ZYB5	17473	nan
Q9RYB4	17473	nan
A4J5D0	17473	nan
Q82Z12	17473	nan
B0S1R1	17473	nan
Q5KXT7	17473	nan
C5D3E8	17473	nan
Q7NK98	17473	nan
Q9KCC7	17473	nan
Q88ST4	17473	nan
Q38WN0	17473	nan
Q6ACQ1	17473	nan
Q92A75	17473	nan
C1KWN3	17473	nan
Q71Y82	17473	nan
B8DBZ3	17473	nan
Q8Y5X1	17473	nan
A0AK45	17473	nan
B1HTA3	17473	nan
A0QA85	17473	nan
B1MGU9	17473	nan
P64208	17473	nan
A1KPU4	17473	nan
C1AI67	17473	nan
A4T5P2	17473	nan
B8ZU42	17473	nan
O69531	17473	nan
B2HJ53	17473	nan
Q743Z2	17473	nan
A5U8T4	17473	nan
P9WN56	17473	nan
P9WN57	17473	nan
A0PV57	17473	nan
A1TG42	17473	nan
B2J1L7	17473	nan
A5D2D8	17473	nan
B8I184	17473	nan
Q3K0Y1	17473	nan
Q8E549	17473	nan
Q8DZI5	17473	nan
Q82EE8	17473	nan
Q9X8I3	17473	nan
A8AZD8	17473	nan
B1VSG4	17473	nan
Q8DUG2	17473	nan
P0C0C2	17473	nan
Q04MF9	17473	nan
P0DB30	17473	nan
B5E6W5	17473	nan
Q5XCA9	17473	nan
C1CB65	17473	nan
P0A3E9	17473	nan
A2REL9	17473	nan
B1I918	17473	nan
B8ZL26	17473	nan
P51595	17473	nan
P0DB31	17473	nan
B2ISL9	17473	nan
P0C0C1	17473	nan
B5XLE8	17473	nan
P59656	17473	nan
A4W1S9	17473	nan
A3CKF4	17473	nan
A4VVH1	17473	nan
Q5LYM8	17473	nan
Q5M391	17473	nan
C1CC81	17473	nan
C1CIH2	17473	nan
C1CPG4	17473	nan
Q54769	17473	nan
Q2JR69	17473	nan
Q2JPT8	17473	nan
Q5N623	17473	nan
Q55759	17473	nan
Q47KU5	17473	nan
B0KCE5	17473	nan
B0K5C1	17473	nan
Q8DJB8	17473	nan
Q65ML7	17473	nan
P94398	17473	nan
B9MNP4	17473	nan
A4XG24	17473	nan
B1YHT1	17473	nan
C4KZ55	17473	nan
Q9KE60	17473	nan
B9E8N6	17473	nan
Q8EQK9	17473	nan
A7WZ02	17473	nan
A6TZ43	17473	nan
Q2FJ74	17473	nan
Q2G0L1	17473	nan
A5IQC0	17473	nan
Q2YS98	17473	nan
Q5HIA9	17473	nan
A6QEL9	17473	nan
Q99W43	17473	nan
Q7A777	17473	nan
Q6GJA3	17473	nan
Q6GBS1	17473	nan
A8YZR4	17473	nan
Q8NXX2	17473	nan
B9DKT0	17473	nan
Q5HRI1	17473	nan
Q8CTR6	17473	nan
Q4L3P5	17473	nan
Q49VB3	17473	nan
P0DPQ7	57424	nan
P0DPQ7	57432	nan
P0DPQ7	57428	nan
P0DPQ7	57436	nan
P0DPQ7	57440	nan
B1W019	31815	nan
B1W019	31795	nan
P0DPQ8	57420	nan
A0JZ00	13285	nan
Q8FMD3	13285	nan
Q0RRF4	13285	nan
Q2JF65	13285	nan
A0QQQ2	13285	nan
A3PTZ8	13285	nan
A1UAE3	13285	nan
A1T324	13285	nan
Q5YW64	13285	nan
A1SKY7	13285	nan
A1R1K8	13285	nan
Q0SH75	13285	nan
Q1B017	13285	nan
A4FDR2	13285	nan
Q82PX1	13285	nan
A0K1R7	13285	nan
Q8FT06	13285	nan
Q0RKL9	13285	nan
Q2J8X3	13285	nan
A0QXJ6	13285	nan
A3Q5U2	13285	nan
A1ULE3	13285	nan
A1TEV2	13285	nan
Q5YNU2	13285	nan
A1SLX8	13285	nan
A1R8M8	13285	nan
Q0SEQ7	13285	nan
Q1AWY5	13285	nan
A4FHB5	13285	nan
Q82PC4	13285	nan
Q0RHA0	13285	nan
A0R3T8	13285	nan
A1SN17	13285	nan
A1RAU1	13285	nan
Q0S8V5	13285	nan
Q1AWB5	13285	nan
Q0RZ64	13285	nan
A9WAH5	13285	nan
B8GCV1	13285	nan
B9LEN6	13285	nan
A5CQQ7	13285	nan
B0REM7	13285	nan
Q6NF59	13285	nan
A4QHD8	13285	nan
Q8NM44	13285	nan
Q4JXP1	13285	nan
B1VHM9	13285	nan
Q7NI89	13285	nan
A9B2Z8	13285	nan
Q6AE97	13285	nan
C5CC09	13285	nan
A0QLR0	13285	nan
P64694	13285	nan
A1KFQ5	13285	nan
C1AKA9	13285	nan
Q73T00	13285	nan
Q1BEJ0	13285	nan
A5TZF9	13285	nan
P9WPK8	13285	nan
P9WPK9	13285	nan
A0PNK6	13285	nan
A7NK74	13285	nan
A5UWI8	13285	nan
A8M5J6	13285	nan
A4X7Y6	13285	nan
Q9KY07	13285	nan
Q47LS4	13285	nan
Q3M5M3	13285	nan
B7GHD3	24304	nan
C3P8D4	24304	nan
C3LKQ3	24304	nan
A0RIL0	24304	nan
Q81M07	24304	nan
B7JMV0	24304	nan
Q730W2	24304	nan
B7IXL3	24304	nan
C1ERU9	24304	nan
B7HB99	24304	nan
B7HNZ0	24304	nan
A7GSN7	24304	nan
B9IXL8	24304	nan
Q818M4	24304	nan
Q634V7	24304	nan
Q6HDT7	24304	nan
Q65HG0	24304	nan
A9VH11	24304	nan
A8FF40	24304	nan
P54376	24304	nan
A7Z6M3	24304	nan
C0ZBW6	24304	nan
Q8RCW1	24304	nan
Q3AET5	24304	nan
B8FT31	24304	nan
Q24TH5	24304	nan
A4J2F8	24304	nan
B1YLN7	24304	nan
Q5KX77	24304	nan
C5D4A1	24304	nan
A4IQV4	24304	nan
Q9K935	24304	nan
B8D1D5	24304	nan
Q92C05	24304	nan
C1L2Q5	24304	nan
Q71ZX3	24304	nan
B8DFX9	24304	nan
Q8Y7D4	24304	nan
A0AIF0	24304	nan
B1HSN6	24304	nan
B9E6R9	24304	nan
Q2RH48	24304	nan
Q8CXE0	24304	nan
Q5WF31	24304	nan
A7X2S0	24304	nan
A6U207	24304	nan
Q2FGI6	24304	nan
Q2FY34	24304	nan
A5IT64	24304	nan
Q5HFM3	24304	nan
P64217	24304	nan
P64218	24304	nan
Q6GGG3	24304	nan
Q6G930	24304	nan
Q8NWC9	24304	nan
B9DNN6	24304	nan
Q5HP13	24304	nan
Q8CMM0	24304	nan
Q4L6N6	24304	nan
Q49XY0	24304	nan
Q0AVH8	24304	nan
B9KZ42	24304	nan
A8MEG7	24304	nan
C3P8D3	24304	nan
C3LKQ2	24304	nan
A0RIK9	24304	nan
Q81M08	24304	nan
B7JMU9	24304	nan
P62029	24304	nan
B7IXL2	24304	nan
C1ERU8	24304	nan
B7HB98	24304	nan
B7HNY9	24304	nan
A7GSN6	24304	nan
B9IXL7	24304	nan
Q818M5	24304	nan
Q634V8	24304	nan
Q6HDT8	24304	nan
Q65HG1	24304	nan
A9VH10	24304	nan
P54377	24304	nan
A7Z6M2	24304	nan
C0ZBW7	24304	nan
Q8RCW2	24304	nan
A4J2F9	24304	nan
B1YLN8	24304	nan
Q9K936	24304	nan
Q92C04	24304	nan
C1L2Q6	24304	nan
Q71ZX2	24304	nan
B8DFX8	24304	nan
Q8Y7D3	24304	nan
A0AIF1	24304	nan
B1HSN5	24304	nan
Q8CXE1	24304	nan
Q5WF32	24304	nan
A7X2R9	24304	nan
A6U206	24304	nan
Q2FGI7	24304	nan
Q2FY35	24304	nan
A5IT63	24304	nan
Q2YSZ4	24304	nan
Q5HFM4	24304	nan
A6QH79	24304	nan
P64219	24304	nan
P99168	24304	nan
Q6GGG4	24304	nan
Q6G931	24304	nan
A8Z474	24304	nan
Q8NWD0	24304	nan
Q5HP14	24304	nan
Q8CMM1	24304	nan
Q4L6N5	24304	nan
Q49XX9	24304	nan
Q0AVH9	24304	nan
P62030	24304	nan
Q5SKW7	24304	nan
Q6A9R8	24304	nan
Q9RTF5	24304	nan
A0QGN2	24304	nan
Q7VET8	24304	nan
A1KJP4	24304	nan
C1APA9	24304	nan
A4TA90	24304	nan
B8ZSN5	24304	nan
O32915	24304	nan
Q73ZQ6	24304	nan
A5U3J9	24304	nan
P9WN52	24304	nan
P9WN53	24304	nan
Q5YWV4	24304	nan
B2J427	24304	nan
Q8YNF9	24304	nan
Q7U3Q5	24304	nan
A2C5D4	24304	nan
A2CDR0	24304	nan
Q7V9K4	24304	nan
Q7V411	24304	nan
Q46IC1	24304	nan
Q8G9M2	24304	nan
Q827D7	24304	nan
Q9AK84	24304	nan
B1W4G3	24304	nan
A5GWN4	24304	nan
Q3AUM0	24304	nan
P74416	24304	nan
Q8DII3	24304	nan
Q3M9G1	24304	nan
Q83IA7	24304	nan
Q83GV1	24304	nan
A6TMY6	16945	nan
A8MEG4	16945	nan
B7GH71	16945	nan
C3P8D5	16945	nan
C3LKQ4	16945	nan
A0RIL1	16945	nan
Q81M06	16945	nan
B7JMV1	16945	nan
Q730W1	16945	nan
B7IXL4	16945	nan
C1ERV0	16945	nan
B7HBA0	16945	nan
B7HNZ1	16945	nan
A7GSN8	16945	nan
B9IXL9	16945	nan
Q818M3	16945	nan
Q634V6	16945	nan
Q6HDT6	16945	nan
Q65HF9	16945	nan
A9VH12	16945	nan
A8FF41	16945	nan
P54378	16945	nan
A7Z6M4	16945	nan
Q8RCV9	16945	nan
Q3AET7	16945	nan
A7FRV3	16945	nan
C3L1M5	16945	nan
C1FTW3	16945	nan
B1IEV3	16945	nan
A7GB83	16945	nan
B1KWD5	16945	nan
C3PHK3	16945	nan
Q4JXU5	16945	nan
Q6A9R6	16945	nan
C1D0F7	16945	nan
B8FT33	16945	nan
Q24TH3	16945	nan
A4J2F6	16945	nan
B1YLN6	16945	nan
Q0RFF6	16945	nan
A8LFB7	16945	nan
Q5KX76	16945	nan
C5D4A2	16945	nan
A4IQV5	16945	nan
Q7NFJ5	16945	nan
Q9K934	16945	nan
B8D1D7	16945	nan
A9B2Q5	16945	nan
Q92C06	16945	nan
C1L2Q4	16945	nan
Q71ZX4	16945	nan
B8DFY0	16945	nan
Q8Y7D5	16945	nan
A0AIE9	16945	nan
B1HSN7	16945	nan
Q2RH46	16945	nan
A0QEZ6	16945	nan
P64221	16945	nan
B8ZQK6	16945	nan
O32955	16945	nan
Q73YK4	16945	nan
P9WN50	16945	nan
P9WN51	16945	nan
A0PTP8	16945	nan
B2A2T4	16945	nan
Q5YZ49	16945	nan
Q8YNF7	16945	nan
Q8CXD9	16945	nan
Q7TTS1	16945	nan
B1XP99	16945	nan
A3PFH6	16945	nan
A2C5F7	16945	nan
A8G7J2	16945	nan
A2CDX3	16945	nan
A2BZ74	16945	nan
Q7V9I2	16945	nan
Q7TUI6	16945	nan
Q7TU18	16945	nan
A2BTR9	16945	nan
Q46I99	16945	nan
B7K468	16945	nan
Q1AR89	16945	nan
A4FLG1	16945	nan
Q5WF30	16945	nan
A7X2S3	16945	nan
A6U208	16945	nan
Q2FGI5	16945	nan
Q2FY33	16945	nan
A5IT65	16945	nan
Q2YSZ2	16945	nan
Q5HFM2	16945	nan
A6QH81	16945	nan
P64224	16945	nan
P64225	16945	nan
Q6GGG2	16945	nan
Q6G929	16945	nan
A8Z476	16945	nan
P64226	16945	nan
B9DNN7	16945	nan
Q5HP12	16945	nan
Q8CSF4	16945	nan
Q4L6N7	16945	nan
Q49XY1	16945	nan
Q82JI2	16945	nan
O86567	16945	nan
Q67N36	16945	nan
