CHEBI	BIGG
chebi:23095	dgcholcoa
chebi:28701	dgcholcoa
chebi:3589	dgcholcoa
chebi:62989	dgcholcoa
chebi:15224	hpglu
chebi:17420	hpglu
chebi:26919	hpglu
chebi:58140	hpglu
chebi:9489	hpglu
chebi:1702	xol7ah3
chebi:20226	xol7ah3
chebi:28540	xol7ah3
chebi:11033	alac__S
chebi:11495	alac__S
chebi:16444	alac__S
chebi:18409	alac__S
chebi:18731	alac__S
chebi:19433	alac__S
chebi:374	alac__S
chebi:57774	alac__S
chebi:58476	alac__S
chebi:983	alac__S
chebi:74068	doco13ecoa
chebi:74106	doco13ecoa
chebi:52975	M00049
chebi:74281	M00049
chebi:11294	glcur1p
chebi:16787	glcur1p
chebi:19090	glcur1p
chebi:21014	glcur1p
chebi:28547	glcur1p
chebi:35145	glcur1p
chebi:4179	glcur1p
chebi:57897	glcur1p
chebi:681	glcur1p
chebi:74069	ei11ecoa
chebi:74126	ei11ecoa
chebi:52966	hexccoa
chebi:64868	hexccoa
chebi:37643	CE5166
chebi:77251	CE5166
chebi:37643	cholcoas
chebi:77251	cholcoas
chebi:63546	tetpent6coa
chebi:74084	tetpent6coa
chebi:15214	tststerone
chebi:17347	tststerone
chebi:26883	tststerone
chebi:45798	tststerone
chebi:9461	tststerone
chebi:7565	nfd
chebi:7565	nifedipine
chebi:1554	3hpcoa
chebi:20080	3hpcoa
chebi:27762	3hpcoa
chebi:58528	3hpcoa
chebi:71404	chtn
chebi:50583	CE2248
chebi:71408	CE2248
chebi:76374	CE2248
chebi:76454	CE2248
chebi:4250	HC01180
chebi:58694	HC01180
chebi:4250	tagdp__D
chebi:58694	tagdp__D
chebi:26329	HC02217
chebi:27647	HC02217
chebi:44869	HC02217
chebi:82629	HC02217
chebi:8519	HC02217
chebi:10931	thf
chebi:12075	thf
chebi:15220	thf
chebi:15635	thf
chebi:18606	thf
chebi:20506	thf
chebi:46069	thf
chebi:57453	thf
chebi:68437	thf
chebi:9482	thf
chebi:11353	mi14p
chebi:12827	mi14p
chebi:17816	mi14p
chebi:19193	mi14p
chebi:39760	mi14p
chebi:58282	mi14p
chebi:812	mi14p
chebi:1695	cholcoads
chebi:20217	cholcoads
chebi:27505	cholcoads
chebi:13900	bilglcur
chebi:16427	bilglcur
chebi:22874	bilglcur
chebi:3101	bilglcur
chebi:57767	bilglcur
chebi:13276	cmpacna
chebi:13279	cmpacna
chebi:16556	cmpacna
chebi:20875	cmpacna
chebi:3278	cmpacna
chebi:44441	cmpacna
chebi:57812	cmpacna
chebi:59434	cmpacna
chebi:14432	arachcoa
chebi:15527	arachcoa
chebi:23900	arachcoa
chebi:4763	arachcoa
chebi:57380	arachcoa
chebi:20943	6dg
chebi:25182	6dg
chebi:28053	6dg
chebi:60170	6dg
chebi:6733	6dg
chebi:63545	strdnccoa
chebi:71489	strdnccoa
chebi:11752	dd3coa
chebi:1680	dd3coa
chebi:19987	dd3coa
chebi:27989	dd3coa
chebi:58543	dd3coa
chebi:11363	mi145p
chebi:12892	mi145p
chebi:12894	mi145p
chebi:16595	mi145p
chebi:19192	mi145p
chebi:203600	mi145p
chebi:4276	mi145p
chebi:43249	mi145p
chebi:76416	2docopencoa
chebi:76542	2docopencoa
chebi:76416	CE4835
chebi:76542	CE4835
chebi:76555	M00841
chebi:76896	M00841
chebi:75105	M02612
chebi:75332	M02612
chebi:52324	CE2247
chebi:71455	CE2247
chebi:76373	CE2247
chebi:76453	CE2247
chebi:4141	dgal6p
chebi:47944	dgal6p
chebi:91004	dgal6p
chebi:77545	M00061
chebi:77630	M00061
chebi:77545	hpdececoa
chebi:77630	hpdececoa
chebi:74329	M00862
chebi:74608	M00862
chebi:26994	HC02180
chebi:28728	HC02180
chebi:90696	HC02180
chebi:9576	HC02180
chebi:26994	txb2
chebi:28728	txb2
chebi:90696	txb2
chebi:9576	txb2
chebi:52974	lgnccoa
chebi:65052	lgnccoa
chebi:52974	ttccoa
chebi:65052	ttccoa
chebi:63548	CE4837
chebi:74087	CE4837
chebi:63548	tettet6coa
chebi:74087	tettet6coa
chebi:63543	tetpent3coa
chebi:74083	tetpent3coa
chebi:20806	dlnlcgcoa
chebi:2300	dlnlcgcoa
chebi:27979	dlnlcgcoa
chebi:74264	dlnlcgcoa
chebi:143181	maltpt
chebi:61952	maltpt
chebi:10270	r5p
chebi:12331	r5p
chebi:140679	r5p
chebi:18189	r5p
chebi:22413	r5p
chebi:52742	r5p
chebi:78346	r5p
chebi:12317	gam6p
chebi:15873	gam6p
chebi:4164	gam6p
chebi:42901	gam6p
chebi:47987	gam6p
chebi:58725	gam6p
chebi:75989	gam6p
chebi:10574	lnlncgcoa
chebi:12405	lnlncgcoa
chebi:15508	lnlncgcoa
chebi:24198	lnlncgcoa
chebi:57363	lnlncgcoa
chebi:11359	mi13456p
chebi:11367	mi13456p
chebi:16322	mi13456p
chebi:19187	mi13456p
chebi:57733	mi13456p
chebi:807	mi13456p
chebi:13988	cholcoa
chebi:15519	cholcoa
chebi:3671	cholcoa
chebi:37644	cholcoa
chebi:57373	cholcoa
chebi:13899	bildglcur
chebi:18392	bildglcur
chebi:22871	bildglcur
chebi:22873	bildglcur
chebi:3100	bildglcur
chebi:58471	bildglcur
chebi:12261	xoltri27
chebi:18431	xoltri27
chebi:20798	xoltri27
chebi:2284	xoltri27
chebi:76592	xoltri27
chebi:12178	xoltetrol
chebi:1692	xoltetrol
chebi:17278	xoltetrol
chebi:20666	xoltetrol
chebi:48939	xoltetrol
chebi:26742	sphs1p
chebi:37550	sphs1p
chebi:60119	sphs1p
chebi:9225	sphs1p
chebi:11903	dhcholestancoa
chebi:15494	dhcholestancoa
chebi:1709	dhcholestancoa
chebi:20234	dhcholestancoa
chebi:74328	M00012
chebi:74606	M00012
chebi:1693	cholcoaone
chebi:20214	cholcoaone
chebi:27379	cholcoaone
chebi:58507	cholcoaone
chebi:90119	M00067
chebi:90277	M00067
chebi:84847	dmhptcoa
chebi:85504	dmhptcoa
chebi:34528	adpcoa
chebi:76327	adpcoa
chebi:87700	dhcholoylcoa
chebi:88064	dhcholoylcoa
chebi:77028	seahcys
chebi:90118	M03047
chebi:90266	M03047
chebi:13278	HC01162
chebi:13280	HC01162
chebi:18098	HC01162
chebi:20877	HC01162
chebi:3280	HC01162
chebi:58376	HC01162
chebi:13278	cmpglna
chebi:13280	cmpglna
chebi:18098	cmpglna
chebi:20877	cmpglna
chebi:3280	cmpglna
chebi:58376	cmpglna
chebi:143183	malthp
chebi:61954	malthp
chebi:82751	HC02027
chebi:82751	xolest204_hs
chebi:136634	estroneglc
chebi:23973	estroneglc
chebi:28919	estroneglc
chebi:42342	estroneglc
chebi:4872	estroneglc
chebi:136639	tststeroneglc
chebi:26885	tststeroneglc
chebi:28835	tststeroneglc
chebi:9465	tststeroneglc
chebi:21618	acnamp
chebi:27438	acnamp
chebi:7215	acnamp
chebi:31529	egme
chebi:59908	egme
chebi:13329	gdpddman
chebi:16955	gdpddman
chebi:21153	gdpddman
chebi:5214	gdpddman
chebi:57964	gdpddman
chebi:10734	HC01412
chebi:27079	HC01412
chebi:27721	HC01412
chebi:61405	HC01412
chebi:10734	td2coa
chebi:27079	td2coa
chebi:27721	td2coa
chebi:61405	td2coa
chebi:10734	tetdece1coa
chebi:27079	tetdece1coa
chebi:27721	tetdece1coa
chebi:61405	tetdece1coa
chebi:1701	thcholoylcoa
chebi:20225	thcholoylcoa
chebi:27403	thcholoylcoa
chebi:87702	thcholoylcoa
chebi:88065	thcholoylcoa
chebi:10941	C04717
chebi:15655	C04717
chebi:18619	C04717
chebi:18620	C04717
chebi:264	C04717
chebi:39536	C04717
chebi:57466	C04717
chebi:15128	sucr
chebi:172954	sucr
chebi:17992	sucr
chebi:26812	sucr
chebi:45795	sucr
chebi:9314	sucr
chebi:14485	itaccoa
chebi:15528	itaccoa
chebi:24934	itaccoa
chebi:57381	itaccoa
chebi:6075	itaccoa
chebi:23346	coke
chebi:27958	coke
chebi:3801	coke
chebi:41642	coke
chebi:60056	coke
chebi:13162	rml1p
chebi:17892	rml1p
chebi:21381	rml1p
chebi:58313	rml1p
chebi:6294	rml1p
chebi:13328	gdpmann
chebi:13333	gdpmann
chebi:13340	gdpmann
chebi:15820	gdpmann
chebi:21159	gdpmann
chebi:42729	gdpmann
chebi:5225	gdpmann
chebi:57527	gdpmann
chebi:10823	prostg1
chebi:145	prostg1
chebi:15548	prostg1
chebi:57401	prostg1
chebi:10869	micit
chebi:141790	micit
chebi:142525	micit
chebi:145554	micit
chebi:15607	micit
chebi:18550	micit
chebi:189	micit
chebi:43909	micit
chebi:57429	micit
chebi:14063	cytd
chebi:17562	cytd
chebi:23515	cytd
chebi:4053	cytd
chebi:41649	cytd
chebi:41686	cytd
chebi:41704	cytd
chebi:1949	HC02110
chebi:798	whtststerone
chebi:60656	2ommbl
chebi:11045	hmgcoa
chebi:11814	hmgcoa
chebi:15467	hmgcoa
chebi:18747	hmgcoa
chebi:392	hmgcoa
chebi:43074	hmgcoa
chebi:61659	hmgcoa
chebi:15103	spc_hs
chebi:17689	spc_hs
chebi:26744	spc_hs
chebi:52897	spc_hs
chebi:58906	spc_hs
chebi:9226	spc_hs
chebi:86160	M00063
chebi:86441	M00063
chebi:10697	2ddecdicoa
chebi:27030	2ddecdicoa
chebi:28387	2ddecdicoa
chebi:10697	C05279
chebi:27030	C05279
chebi:28387	C05279
chebi:60907	ethmalcoa
chebi:60909	ethmalcoa
chebi:13712	accoa
chebi:15351	accoa
chebi:22192	accoa
chebi:2408	accoa
chebi:40470	accoa
chebi:57288	accoa
chebi:11531	b2coa
chebi:13921	b2coa
chebi:14031	b2coa
chebi:14032	b2coa
chebi:15473	b2coa
chebi:23408	b2coa
chebi:36926	b2coa
chebi:3928	b2coa
chebi:41612	b2coa
chebi:57332	b2coa
chebi:58669	b2coa
chebi:61705	2omhmbl
chebi:14637	tdcoa
chebi:15218	tdcoa
chebi:15532	tdcoa
chebi:26898	tdcoa
chebi:52969	tdcoa
chebi:57385	tdcoa
chebi:9475	tdcoa
chebi:26854	tchola
chebi:28865	tchola
chebi:36257	tchola
chebi:3672	tchola
chebi:45901	tchola
chebi:9408	tchola
chebi:13926	btcoa
chebi:15517	btcoa
chebi:22953	btcoa
chebi:22973	btcoa
chebi:3235	btcoa
chebi:57371	btcoa
chebi:3110	btamp
chebi:62414	btamp
chebi:10511	dtdp4d6dm
chebi:14082	dtdp4d6dm
chebi:15744	dtdp4d6dm
chebi:23543	dtdp4d6dm
chebi:45868	dtdp4d6dm
chebi:57494	dtdp4d6dm
chebi:62830	dtdp4d6dm
chebi:55451	CE5656
chebi:58923	CE5656
chebi:111006	malt6p
chebi:14569	malt6p
chebi:15703	malt6p
chebi:25142	malt6p
chebi:57478	malt6p
chebi:6669	malt6p
chebi:6670	malt6p
chebi:91177	malt6p
chebi:13882	bzcoa
chebi:13883	bzcoa
chebi:15515	bzcoa
chebi:22735	bzcoa
chebi:57369	bzcoa
chebi:8952	bzcoa
chebi:26909	thfglu
chebi:27650	thfglu
chebi:9483	thfglu
chebi:15107	stcoa
chebi:15541	stcoa
chebi:26754	stcoa
chebi:57394	stcoa
chebi:9256	stcoa
chebi:132183	3hadicoa
chebi:70990	3hadicoa
chebi:71038	3hadicoa
chebi:132183	3hadpcoa
chebi:70990	3hadpcoa
chebi:71038	3hadpcoa
chebi:71302	moco
chebi:71306	moco
chebi:13490	udpxyl
chebi:16082	udpxyl
chebi:22105	udpxyl
chebi:46260	udpxyl
chebi:57632	udpxyl
chebi:59456	udpxyl
chebi:9813	udpxyl
chebi:14752	M02694
chebi:15536	M02694
chebi:25893	M02694
chebi:57389	M02694
chebi:7981	M02694
chebi:14752	pentcoa
chebi:15536	pentcoa
chebi:25893	pentcoa
chebi:57389	pentcoa
chebi:7981	pentcoa
chebi:10795	sql
chebi:10843	sql
chebi:15104	sql
chebi:15440	sql
chebi:26746	sql
chebi:9245	sql
chebi:10067	xmp
chebi:10938	xmp
chebi:15324	xmp
chebi:15652	xmp
chebi:27328	xmp
chebi:57464	xmp
chebi:63820	M02977
chebi:63824	M02977
chebi:11954	4ampm
chebi:11958	4ampm
chebi:1779	4ampm
chebi:18032	4ampm
chebi:20309	4ampm
chebi:58354	4ampm
chebi:12146	5mthf
chebi:136009	5mthf
chebi:15641	5mthf
chebi:18608	5mthf
chebi:2097	5mthf
chebi:45126	preq1
chebi:58703	preq1
chebi:165319	CE5726
chebi:77190	cdpdhdecg
chebi:77358	cdpdhdecg
chebi:65132	c226coa
chebi:74298	c226coa
chebi:62227	seasmet
chebi:9066	seasmet
chebi:46970	phsph1p
chebi:64795	phsph1p
chebi:10296	lcts
chebi:10380	lcts
chebi:14497	lcts
chebi:17716	lcts
chebi:22460	lcts
chebi:22760	lcts
chebi:25005	lcts
chebi:27755	lcts
chebi:613009	lcts
chebi:14188	ddcacoa
chebi:14501	ddcacoa
chebi:15521	ddcacoa
chebi:25014	ddcacoa
chebi:41874	ddcacoa
chebi:57375	ddcacoa
chebi:6392	ddcacoa
chebi:52327	CE2251
chebi:65115	CE2251
chebi:63856	dmnoncoa
chebi:77061	dmnoncoa
chebi:14326	glutcoa
chebi:15524	glutcoa
chebi:24332	glutcoa
chebi:5436	glutcoa
chebi:57378	glutcoa
chebi:12159	prpp
chebi:12160	prpp
chebi:17111	prpp
chebi:20625	prpp
chebi:2121	prpp
chebi:45139	prpp
chebi:58017	prpp
chebi:11853	3mb2coa
chebi:11858	3mb2coa
chebi:15486	3mb2coa
chebi:1599	3mb2coa
chebi:20128	3mb2coa
chebi:23802	3mb2coa
chebi:4615	3mb2coa
chebi:57344	3mb2coa
chebi:13021	sbt6p
chebi:15094	sbt6p
chebi:17044	sbt6p
chebi:21093	sbt6p
chebi:4247	sbt6p
chebi:45426	sbt6p
chebi:60084	sbt6p
chebi:9202	sbt6p
chebi:50111	CE1589
chebi:58810	CE1589
chebi:12233	6pgl
chebi:12958	6pgl
chebi:16938	6pgl
chebi:20989	6pgl
chebi:4160	6pgl
chebi:57955	6pgl
chebi:13853	arachdcoa
chebi:13854	arachdcoa
chebi:15514	arachdcoa
chebi:22611	arachdcoa
chebi:22613	arachdcoa
chebi:2800	arachdcoa
chebi:57368	arachdcoa
chebi:13853	eitetcoa
chebi:13854	eitetcoa
chebi:15514	eitetcoa
chebi:22611	eitetcoa
chebi:22613	eitetcoa
chebi:2800	eitetcoa
chebi:57368	eitetcoa
chebi:11928	tmtrdcoa
chebi:15495	tmtrdcoa
chebi:1757	tmtrdcoa
chebi:20281	tmtrdcoa
chebi:57351	tmtrdcoa
chebi:47799	1a2425thvitd3
chebi:10509	dtdp4d6dg
chebi:10510	dtdp4d6dg
chebi:14080	dtdp4d6dg
chebi:14081	dtdp4d6dg
chebi:16128	dtdp4d6dg
chebi:16620	dtdp4d6dg
chebi:23541	dtdp4d6dg
chebi:23542	dtdp4d6dg
chebi:57649	dtdp4d6dg
chebi:57837	dtdp4d6dg
chebi:62829	dtdp4d6dg
chebi:63541	clpndcoa
chebi:73870	clpndcoa
chebi:61519	allul6p
chebi:61559	allul6p
chebi:12125	fprica
chebi:18381	fprica
chebi:18967	fprica
chebi:574	fprica
chebi:58467	fprica
chebi:12623	gar
chebi:143788	gar
chebi:18349	gar
chebi:1983	gar
chebi:20499	gar
chebi:24367	gar
chebi:42688	gar
chebi:58457	gar
chebi:140999	malttr
chebi:25146	malttr
chebi:27931	malttr
chebi:43937	malttr
chebi:6672	malttr
chebi:13456	uacgam
chebi:13473	uacgam
chebi:13475	uacgam
chebi:13476	uacgam
chebi:16264	uacgam
chebi:22115	uacgam
chebi:46243	uacgam
chebi:57705	uacgam
chebi:9823	uacgam
chebi:11629	ibcoa
chebi:1214	ibcoa
chebi:12754	ibcoa
chebi:15479	ibcoa
chebi:19712	ibcoa
chebi:41634	ibcoa
chebi:57338	ibcoa
chebi:11856	ivcoa
chebi:14481	ivcoa
chebi:15487	ivcoa
chebi:1598	ivcoa
chebi:20126	ivcoa
chebi:57345	ivcoa
chebi:11793	dpcoa
chebi:14124	dpcoa
chebi:15468	dpcoa
chebi:23642	dpcoa
chebi:41614	dpcoa
chebi:4436	dpcoa
chebi:57328	dpcoa
chebi:13231	adprib
chebi:16960	adprib
chebi:20850	adprib
chebi:2351	adprib
chebi:32889	adprib
chebi:40752	adprib
chebi:57967	adprib
chebi:12161	pram
chebi:133922	pram
chebi:20626	pram
chebi:2123	pram
chebi:37737	pram
chebi:42834	pram
chebi:58681	pram
chebi:13739	adocbl
chebi:18408	adocbl
chebi:23340	adocbl
chebi:3797	adocbl
chebi:11679	paps
chebi:11680	paps
chebi:1353	paps
chebi:17980	paps
chebi:19857	paps
chebi:58339	paps
chebi:13371	idp
chebi:17808	idp
chebi:19270	idp
chebi:43252	idp
chebi:58280	idp
chebi:5848	idp
chebi:1545	3ivcoa
chebi:20073	3ivcoa
chebi:28291	3ivcoa
chebi:62555	3ivcoa
chebi:14780	phaccoa
chebi:15537	phaccoa
chebi:25980	phaccoa
chebi:57390	phaccoa
chebi:8086	phaccoa
chebi:50571	3ohodcoa
chebi:71407	3ohodcoa
chebi:63542	eicostetcoa
chebi:74265	eicostetcoa
chebi:11613	2maacoa
chebi:1195	2maacoa
chebi:15476	2maacoa
chebi:19687	2maacoa
chebi:57335	2maacoa
chebi:12996	mnl
chebi:130180	mnl
chebi:16899	mnl
chebi:21050	mnl
chebi:44192	mnl
chebi:6686	mnl
chebi:136641	estradiolglc
chebi:23964	estradiolglc
chebi:36489	estradiolglc
chebi:4865	estradiolglc
chebi:37283	M02107
chebi:78811	M02107
chebi:37283	hepcoa
chebi:78811	hepcoa
chebi:143180	M02451
chebi:61988	M02451
chebi:143180	maltttr
chebi:61988	maltttr
chebi:1147	hcit
chebi:11593	hcit
chebi:17852	hcit
chebi:24608	hcit
chebi:24609	hcit
chebi:36457	hcit
chebi:52222	hcit
chebi:58884	hcit
chebi:10723	dc2coa
chebi:61406	dc2coa
chebi:10728	hdd2coa
chebi:27047	hdd2coa
chebi:28935	hdd2coa
chebi:61526	hdd2coa
chebi:11028	25aics
chebi:18319	25aics
chebi:18965	25aics
chebi:572	25aics
chebi:58443	25aics
chebi:78110	25aics
chebi:10949	2mb2coa
chebi:11614	2mb2coa
chebi:11619	2mb2coa
chebi:1199	2mb2coa
chebi:1204	2mb2coa
chebi:15478	2mb2coa
chebi:19691	2mb2coa
chebi:19697	2mb2coa
chebi:57260	2mb2coa
chebi:57337	2mb2coa
chebi:11489	dd2coa
chebi:1287	dd2coa
chebi:15471	dd2coa
chebi:19790	dd2coa
chebi:57330	dd2coa
chebi:63540	tethex3coa
chebi:74086	tethex3coa
chebi:25581	noncoa
chebi:27770	noncoa
chebi:7617	noncoa
chebi:76291	noncoa
chebi:13722	prpncoa
chebi:15513	prpncoa
chebi:26301	prpncoa
chebi:57367	prpncoa
chebi:8488	prpncoa
chebi:12900	alaala
chebi:13749	alaala
chebi:16576	alaala
chebi:20894	alaala
chebi:4088	alaala
chebi:57822	alaala
chebi:18779	3hdcoa
chebi:28325	3hdcoa
chebi:418	3hdcoa
chebi:62616	3hdcoa
chebi:1633	3odcoa
chebi:20166	3odcoa
chebi:28528	3odcoa
chebi:62548	3odcoa
chebi:10871	3hmbcoa
chebi:15449	3hmbcoa
chebi:18552	3hmbcoa
chebi:18553	3hmbcoa
chebi:191	3hmbcoa
chebi:57312	3hmbcoa
chebi:1636	3oddcoa
chebi:20169	3oddcoa
chebi:27868	3oddcoa
chebi:62615	3oddcoa
chebi:1641	3ohcoa
chebi:20172	3ohcoa
chebi:27648	3ohcoa
chebi:62418	3ohcoa
chebi:1641	HC01408
chebi:20172	HC01408
chebi:27648	HC01408
chebi:62418	HC01408
chebi:13498	udpg
chebi:13505	udpg
chebi:18066	udpg
chebi:22103	udpg
chebi:27234	udpg
chebi:42885	udpg
chebi:46228	udpg
chebi:46229	udpg
chebi:52249	udpg
chebi:58367	udpg
chebi:58885	udpg
chebi:9845	udpg
chebi:9895	udpg
chebi:18751	3hddcoa
chebi:27668	3hddcoa
chebi:396	3hddcoa
chebi:62558	3hddcoa
chebi:11875	3ohdcoa
chebi:15491	3ohdcoa
chebi:1647	3ohdcoa
chebi:20176	3ohdcoa
chebi:57349	3ohdcoa
chebi:12004	4hbzcoa
chebi:12005	4hbzcoa
chebi:15500	4hbzcoa
chebi:1859	4hbzcoa
chebi:20399	4hbzcoa
chebi:40998	4hbzcoa
chebi:57356	4hbzcoa
chebi:10726	hx2coa
chebi:27076	hx2coa
chebi:28706	hx2coa
chebi:62077	hx2coa
chebi:72833	pailpalm_hs
chebi:73218	pailpalm_hs
chebi:18780	3hhcoa
chebi:28276	3hhcoa
chebi:419	3hhcoa
chebi:62075	3hhcoa
chebi:18780	HC01407
chebi:28276	HC01407
chebi:419	HC01407
chebi:62075	HC01407
chebi:18750	3hocoa
chebi:18781	3hocoa
chebi:28632	3hocoa
chebi:395	3hocoa
chebi:420	3hocoa
chebi:62617	3hocoa
chebi:18750	HC01405
chebi:18781	HC01405
chebi:28632	HC01405
chebi:395	HC01405
chebi:420	HC01405
chebi:62617	HC01405
chebi:18754	3htdcoa
chebi:27466	3htdcoa
chebi:400	3htdcoa
chebi:62614	3htdcoa
chebi:132149	HC02210
chebi:34939	HC02210
chebi:14005	cbl2
chebi:16304	cbl2
chebi:23330	cbl2
chebi:3786	cbl2
chebi:23657	kdo2lipid4
chebi:28526	kdo2lipid4
chebi:4477	kdo2lipid4
chebi:60365	kdo2lipid4
chebi:77547	M03116
chebi:78176	M03116
chebi:77547	undcoa
chebi:78176	undcoa
chebi:13487	udpgal
chebi:13495	udpgal
chebi:18307	udpgal
chebi:22100	udpgal
chebi:42751	udpgal
chebi:58439	udpgal
chebi:66914	udpgal
chebi:67119	udpgal
chebi:9811	udpgal
chebi:14004	cbl1
chebi:15982	cbl1
chebi:23328	cbl1
chebi:3784	cbl1
chebi:60488	cbl1
chebi:63544	adrncoa
chebi:73856	adrncoa
chebi:14835	phytcoa
chebi:15538	phytcoa
chebi:26113	phytcoa
chebi:57391	phytcoa
chebi:8190	phytcoa
chebi:11600	phyt2ohcoa
chebi:1170	phyt2ohcoa
chebi:15475	phyt2ohcoa
chebi:19657	phyt2ohcoa
chebi:57334	phyt2ohcoa
chebi:10746	succoa
chebi:15127	succoa
chebi:15380	succoa
chebi:26811	succoa
chebi:45541	succoa
chebi:57292	succoa
chebi:9310	succoa
chebi:74307	hpdcacoa
chebi:74397	hpdcacoa
chebi:1208	2mp2coa
chebi:19706	2mp2coa
chebi:27754	2mp2coa
chebi:62500	2mp2coa
chebi:50570	od2coa
chebi:71412	od2coa
chebi:51985	lnlncacoa
chebi:74034	lnlncacoa
chebi:138881	f1p
chebi:139419	f1p
chebi:20930	f1p
chebi:37515	f1p
chebi:5174	f1p
chebi:58674	f1p
chebi:133421	HC02214
chebi:26325	HC02214
chebi:28852	HC02214
chebi:8515	HC02214
chebi:176067	CE4980
chebi:13508	ump
chebi:13509	ump
chebi:16695	ump
chebi:27231	ump
chebi:46362	ump
chebi:46381	ump
chebi:46382	ump
chebi:47721	ump
chebi:57865	ump
chebi:9849	ump
chebi:37640	xoltri24
chebi:26690	sheme
chebi:28599	sheme
chebi:60052	sheme
chebi:9166	sheme
chebi:20848	adpman
chebi:2350	adpman
chebi:28845	adpman
chebi:137651	arachcrn
chebi:73100	arachcrn
chebi:84645	arachcrn
chebi:150430	mn
chebi:2481	adocbip
chebi:58502	adocbip
chebi:10564	HC01700
chebi:24192	HC01700
chebi:28092	HC01700
chebi:13489	udpglcur
chebi:13506	udpglcur
chebi:17200	udpglcur
chebi:22104	udpglcur
chebi:46309	udpglcur
chebi:58052	udpglcur
chebi:9846	udpglcur
chebi:11957	4ahmmp
chebi:16892	4ahmmp
chebi:1781	4ahmmp
chebi:20312	4ahmmp
chebi:43206	4ahmmp
chebi:62244	dec24dicoa
chebi:62409	dec24dicoa
chebi:62244	decdicoa
chebi:62409	decdicoa
chebi:73074	stcrn
chebi:84644	stcrn
chebi:26123	phsphings
chebi:31999	phsphings
chebi:46961	phsphings
chebi:64124	phsphings
chebi:11351	mi1346p
chebi:11361	mi1346p
chebi:16155	mi1346p
chebi:19189	mi1346p
chebi:57660	mi1346p
chebi:809	mi1346p
chebi:12316	gam1p
chebi:20994	gam1p
chebi:27625	gam1p
chebi:4163	gam1p
chebi:42868	gam1p
chebi:58516	gam1p
chebi:133409	15kprostgf2
chebi:19154	15kprostgf2
chebi:28442	15kprostgf2
chebi:760	15kprostgf2
chebi:76456	M03005
chebi:76638	M03005
chebi:10983	bhb
chebi:17066	bhb
chebi:18666	bhb
chebi:322	bhb
chebi:176978	tetdecdicoa
chebi:176978	ttetddcoa
chebi:70713	CE0785
chebi:10397	glc_D_B
chebi:12373	glc_D_B
chebi:15903	glc_D_B
chebi:22795	glc_D_B
chebi:41140	glc_D_B
chebi:10397	glc__bD
chebi:12373	glc__bD
chebi:15903	glc__bD
chebi:22795	glc__bD
chebi:41140	glc__bD
chebi:10242	Glc_aD
chebi:12318	Glc_aD
chebi:17925	Glc_aD
chebi:22386	Glc_aD
chebi:40557	Glc_aD
chebi:42802	Glc_aD
chebi:88300	Glc_aD
chebi:10242	glc__aD
chebi:12318	glc__aD
chebi:17925	glc__aD
chebi:22386	glc__aD
chebi:40557	glc__aD
chebi:42802	glc__aD
chebi:88300	glc__aD
chebi:29140	dd4coa
chebi:29140	dec4coa
chebi:13029	dxylnt
chebi:17746	dxylnt
chebi:21113	dxylnt
chebi:4262	dxylnt
chebi:46655	dxylnt
chebi:48093	dxylnt
chebi:11005	mevR
chebi:17710	mevR
chebi:18690	mevR
chebi:18691	mevR
chebi:25350	mevR
chebi:25351	mevR
chebi:345	mevR
chebi:36464	mevR
chebi:43870	mevR
chebi:11005	mev__R
chebi:17710	mev__R
chebi:18690	mev__R
chebi:18691	mev__R
chebi:25350	mev__R
chebi:25351	mev__R
chebi:345	mev__R
chebi:36464	mev__R
chebi:43870	mev__R
chebi:18789	mmalsa
chebi:27821	mmalsa
chebi:427	mmalsa
chebi:62413	mmalsa
chebi:18789	mmalsa__S
chebi:27821	mmalsa__S
chebi:427	mmalsa__S
chebi:62413	mmalsa__S
chebi:18789	mmtsa
chebi:27821	mmtsa
chebi:427	mmtsa
chebi:62413	mmtsa
chebi:11297	1pyr5c
chebi:11689	1pyr5c
chebi:12409	1pyr5c
chebi:1372	1pyr5c
chebi:15893	1pyr5c
chebi:17388	1pyr5c
chebi:18727	1pyr5c
chebi:19095	1pyr5c
chebi:19873	1pyr5c
chebi:26458	1pyr5c
chebi:371	1pyr5c
chebi:11297	pyr5carb
chebi:11689	pyr5carb
chebi:12409	pyr5carb
chebi:1372	pyr5carb
chebi:15893	pyr5carb
chebi:17388	pyr5carb
chebi:18727	pyr5carb
chebi:19095	pyr5carb
chebi:19873	pyr5carb
chebi:26458	pyr5carb
chebi:371	pyr5carb
chebi:84711	stfrnA
chebi:146260	Sptmyn
chebi:45551	Sptmyn
chebi:77315	Sptmyn
chebi:9215	Sptmyn
chebi:10913	prostgf2
chebi:15553	prostgf2
chebi:26327	prostgf2
chebi:57404	prostgf2
chebi:8516	prostgf2
chebi:11772	HC00955
chebi:11773	HC00955
chebi:13061	HC00955
chebi:1477	HC00955
chebi:16934	HC00955
chebi:19989	HC00955
chebi:57954	HC00955
chebi:77860	HC00955
chebi:13116	gullac
chebi:17587	gullac
chebi:21320	gullac
chebi:58198	gullac
chebi:6236	gullac
chebi:140756	5eipencoa
chebi:140757	5eipencoa
chebi:63539	5eipencoa
chebi:73862	5eipencoa
chebi:140756	tmndnccoa
chebi:140757	tmndnccoa
chebi:63539	tmndnccoa
