CHEBI	BIGG
chebi:10792	gly
chebi:132194	gly
chebi:14344	gly
chebi:15428	gly
chebi:24368	gly
chebi:32507	gly
chebi:32508	gly
chebi:42964	gly
chebi:5460	gly
chebi:57305	gly
chebi:83320	12dgr140
chebi:132952	oxa
chebi:14702	oxa
chebi:16995	oxa
chebi:25729	oxa
chebi:25730	oxa
chebi:30623	oxa
chebi:44583	oxa
chebi:44820	oxa
chebi:46904	oxa
chebi:7811	oxa
chebi:19404	26dmani
chebi:28738	26dmani
chebi:956	26dmani
chebi:63458	rephaccoa
chebi:63547	rephaccoa
chebi:46202	udcal
chebi:1131	hmccms
chebi:19614	hmccms
chebi:28027	hmccms
chebi:7814	oxag
chebi:1387	34dhoxpeg
chebi:11876	3opimcoa
chebi:15492	3opimcoa
chebi:1649	3opimcoa
chebi:20098	3opimcoa
chebi:20178	3opimcoa
chebi:57350	3opimcoa
chebi:10327	apnnox
chebi:12341	apnnox
chebi:22466	apnnox
chebi:29060	apnnox
chebi:24763	arach
chebi:2798	arach
chebi:28822	arach
chebi:32360	arach
chebi:21872	biocyt
chebi:21882	biocyt
chebi:27870	biocyt
chebi:7415	biocyt
chebi:10789	atp
chebi:10841	atp
chebi:13236	atp
chebi:15422	atp
chebi:22249	atp
chebi:2359	atp
chebi:237958	atp
chebi:30616	atp
chebi:40938	atp
chebi:57299	atp
chebi:10876	sarcs
chebi:12609	sarcs
chebi:15065	sarcs
chebi:15611	sarcs
chebi:21765	sarcs
chebi:45381	sarcs
chebi:45442	sarcs
chebi:45531	sarcs
chebi:45614	sarcs
chebi:46842	sarcs
chebi:46915	sarcs
chebi:57433	sarcs
chebi:9029	sarcs
chebi:14046	cyeuol
chebi:16653	cyeuol
chebi:23458	cyeuol
chebi:4000	cyeuol
chebi:12631	octp
chebi:15805	octp
chebi:177806	octp
chebi:21810	octp
chebi:57520	octp
chebi:67037	octp
chebi:7366	octp
chebi:13905	btn
chebi:15956	btn
chebi:22882	btn
chebi:22884	btn
chebi:3108	btn
chebi:41236	btn
chebi:57586	btn
chebi:11609	2mop
chebi:11610	2mop
chebi:1193	2mop
chebi:16256	2mop
chebi:19682	2mop
chebi:57700	2mop
chebi:62727	mptamp
chebi:62728	mptamp
chebi:12439	HC01231
chebi:18416	HC01231
chebi:21462	HC01231
chebi:21463	HC01231
chebi:58480	HC01231
chebi:7081	HC01231
chebi:12439	ptcys
chebi:18416	ptcys
chebi:21462	ptcys
chebi:21463	ptcys
chebi:58480	ptcys
chebi:7081	ptcys
chebi:14897	2ppoh
chebi:17824	2ppoh
chebi:26280	2ppoh
chebi:43588	2ppoh
chebi:8467	2ppoh
chebi:44800	mththf
chebi:11643	mthgxl
chebi:14599	mthgxl
chebi:17158	mthgxl
chebi:25303	mthgxl
chebi:6875	mthgxl
chebi:131530	pydx
chebi:14976	pydx
chebi:17310	pydx
chebi:26423	pydx
chebi:45112	pydx
chebi:8667	pydx
chebi:44475	4h3npac
chebi:53794	4h3npac
chebi:546274	4h3npac
chebi:71332	4h3npac
chebi:44475	CE1957
chebi:53794	CE1957
chebi:546274	CE1957
chebi:71332	CE1957
chebi:78090	12dgr160
chebi:82929	12dgr160
chebi:10740	thbpt4acam
chebi:10926	thbpt4acam
chebi:12053	thbpt4acam
chebi:136571	thbpt4acam
chebi:15374	thbpt4acam
chebi:15642	thbpt4acam
chebi:18604	thbpt4acam
chebi:254	thbpt4acam
chebi:134623	ttdca
chebi:26897	ttdca
chebi:278516	ttdca
chebi:28875	ttdca
chebi:30807	ttdca
chebi:35292	ttdca
chebi:44232	ttdca
chebi:7056	ttdca
chebi:73168	ttdca
chebi:458	g2m8mpdol
chebi:18826	m2macchitppdol
chebi:28049	m2macchitppdol
chebi:460	m2macchitppdol
chebi:18826	m2mpdol
chebi:28049	m2mpdol
chebi:460	m2mpdol
chebi:18829	m5mpdol
chebi:37634	m5mpdol
chebi:463	m5mpdol
chebi:18830	m6mpdol
chebi:37635	m6mpdol
chebi:464	m6mpdol
chebi:18831	m7mpdol
chebi:37636	m7mpdol
chebi:465	m7mpdol
chebi:133518	3mglutac
chebi:37245	3mglutac
chebi:19213	23ccmp
chebi:27652	23ccmp
chebi:60877	23ccmp
chebi:824	23ccmp
chebi:11113	indpyr
chebi:11738	indpyr
chebi:14454	indpyr
chebi:17640	indpyr
chebi:24816	indpyr
chebi:24817	indpyr
chebi:29750	indpyr
chebi:39967	indpyr
chebi:5917	indpyr
chebi:19215	23cump
chebi:28637	23cump
chebi:60873	23cump
chebi:826	23cump
chebi:75920	2m6phol
chebi:176515	CE2870
chebi:35431	CE2870
chebi:11799	3hph5mb
chebi:1510	3hph5mb
chebi:16835	3hph5mb
chebi:20028	3hph5mb
chebi:57916	3hph5mb
chebi:1942	adrnl
chebi:23928	adrnl
chebi:28918	adrnl
chebi:71406	adrnl
chebi:88540	CE4890
chebi:1	nrpphr
chebi:14668	nrpphr
chebi:166902	nrpphr
chebi:18357	nrpphr
chebi:25592	nrpphr
chebi:258884	nrpphr
chebi:33569	nrpphr
chebi:43725	nrpphr
chebi:72587	nrpphr
chebi:13093	cyst__L
chebi:17482	cyst__L
chebi:21259	cyst__L
chebi:58161	cyst__L
chebi:6205	cyst__L
chebi:61032	cph4
chebi:61126	cph4
chebi:145875	6tins5mp
chebi:2332	6tins5mp
chebi:14777	phenol
chebi:15882	phenol
chebi:25966	phenol
chebi:43543	phenol
chebi:50526	phenol
chebi:8071	phenol
chebi:22215	aa
chebi:2441	aa
chebi:28619	aa
chebi:22716	C07535
chebi:29865	C07535
chebi:3045	C07535
chebi:73005	pe160
chebi:73127	pe160
chebi:12350	f2p
chebi:57267	f2p
chebi:22936	1btol
chebi:28885	1btol
chebi:39632	1btol
chebi:612	1btol
chebi:22936	btoh
chebi:28885	btoh
chebi:39632	btoh
chebi:612	btoh
chebi:52242	ptp
chebi:169367	CE3140
chebi:12630	nop
chebi:17249	nop
chebi:21809	nop
chebi:4216	nop
chebi:58074	nop
chebi:7365	nop
chebi:7620	nop
chebi:73004	1agpe160
chebi:73134	1agpe160
chebi:73851	pcholpalme_hs
chebi:51312	dhxfut
chebi:58864	dhxfut
chebi:168574	1agpe120
chebi:168574	pe12_hs
chebi:84299	1agpe140
chebi:85215	1agpe140
chebi:169515	1agpg120
chebi:75612	magarachi_hs
chebi:13747	agm
chebi:17431	agm
chebi:18576	agm
chebi:2514	agm
chebi:40556	agm
chebi:58145	agm
chebi:133744	homoval
chebi:545959	homoval
chebi:5758	homoval
chebi:25467	lgnc
chebi:26892	lgnc
chebi:28866	lgnc
chebi:31014	lgnc
chebi:6458	lgnc
chebi:10590	m_xyl
chebi:25100	m_xyl
chebi:28488	m_xyl
chebi:175292	CE5944
chebi:12979	glu__D
chebi:15966	glu__D
chebi:21022	glu__D
chebi:21023	glu__D
chebi:29986	glu__D
chebi:29989	glu__D
chebi:4183	glu__D
chebi:18036	pppi
chebi:29203	pppi
chebi:39942	pppi
chebi:39949	pppi
chebi:48313	pppi
chebi:48314	pppi
chebi:48315	pppi
chebi:48316	pppi
chebi:5926	pppi
chebi:9744	pppi
chebi:175705	CE5976
chebi:172594	CE5525
chebi:175707	CE5139
chebi:172614	CE5140
chebi:14708	oxam
chebi:18058	oxam
chebi:25740	oxam
chebi:44589	oxam
chebi:58363	oxam
chebi:7818	oxam
chebi:20481	p_tol
chebi:20482	p_tol
chebi:28856	p_tol
chebi:36635	p_tol
chebi:47121	p_tol
chebi:9623	p_tol
chebi:145207	CE5843
chebi:139535	CE7145
chebi:168306	CE4898
chebi:139534	CE7072
chebi:145208	CE7144
chebi:32635	sulpacmp
chebi:88459	CE7172
chebi:88348	CE2537
chebi:34159	CE4877
chebi:85236	CE4877
chebi:51340	CE2416
chebi:77268	CE2416
chebi:51340	prist
chebi:77268	prist
chebi:175479	CE7113
chebi:132087	CE7082
chebi:88347	CE7082
chebi:64794	salcn6p
chebi:9003	salcn6p
chebi:13993	chor
chebi:17333	chor
chebi:23225	chor
chebi:23227	chor
chebi:29748	chor
chebi:3677	chor
chebi:15236	thiog
chebi:26966	thiog
chebi:26967	thiog
chebi:30065	thiog
chebi:30066	thiog
chebi:47869	thiog
chebi:9554	thiog
chebi:13452	udpsq
chebi:15855	udpsq
chebi:60009	udpsq
chebi:9810	udpsq
chebi:113448	M03134
chebi:14751	M03134
chebi:17418	M03134
chebi:25890	M03134
chebi:27263	M03134
chebi:27264	M03134
chebi:31011	M03134
chebi:43606	M03134
chebi:44803	M03134
chebi:7980	M03134
chebi:113448	pta
chebi:14751	pta
chebi:17418	pta
chebi:25890	pta
chebi:27263	pta
chebi:27264	pta
chebi:31011	pta
chebi:43606	pta
chebi:44803	pta
chebi:7980	pta
chebi:12955	glcn
chebi:18391	glcn
chebi:20983	glcn
chebi:20985	glcn
chebi:20986	glcn
chebi:24265	glcn
chebi:24266	glcn
chebi:33198	glcn
chebi:4157	glcn
chebi:42715	glcn
chebi:12955	glcn__D
chebi:18391	glcn__D
chebi:20983	glcn__D
chebi:20985	glcn__D
chebi:20986	glcn__D
chebi:24265	glcn__D
chebi:24266	glcn__D
chebi:33198	glcn__D
chebi:4157	glcn__D
chebi:42715	glcn__D
chebi:62047	crnDcoa
chebi:62194	crnDcoa
chebi:59892	poaac
chebi:10497	dgtp
chebi:14076	dgtp
chebi:16497	dgtp
chebi:19247	dgtp
chebi:57794	dgtp
chebi:61429	dgtp
chebi:11654	2pcpgc
chebi:1273	2pcpgc
chebi:136231	2pcpgc
chebi:16068	2pcpgc
chebi:19773	2pcpgc
chebi:57628	2pcpgc
chebi:11452	hgentis
chebi:14410	hgentis
chebi:16169	hgentis
chebi:24615	hgentis
chebi:44744	hgentis
chebi:44747	hgentis
chebi:5755	hgentis
chebi:1077	2dglcn
chebi:11564	2dglcn
chebi:16138	2dglcn
chebi:57653	2dglcn
chebi:86982	CE4797
chebi:87181	CE4797
chebi:1383	34dhoxmand
chebi:19884	34dhoxmand
chebi:27637	34dhoxmand
chebi:53326	34dhoxmand
chebi:1463	HC01435
chebi:145244	2agpe140
chebi:131743	2agpe160
chebi:132926	2agpe160
chebi:133144	2agpe180
chebi:133145	2agpe180
chebi:11774	3ddgc
chebi:1481	3ddgc
chebi:16622	3ddgc
chebi:19990	3ddgc
chebi:57839	3ddgc
chebi:1593	3mbzalc
chebi:20123	3mbzalc
chebi:27995	3mbzalc
chebi:11166	13dampp
chebi:14901	13dampp
chebi:15725	13dampp
chebi:26285	13dampp
chebi:39528	13dampp
chebi:519	13dampp
chebi:57484	13dampp
chebi:1895	4mbzalc
chebi:25828	4mbzalc
chebi:20589	5hxkynam
chebi:2075	5hxkynam
chebi:28715	5hxkynam
chebi:62214	5hxkynam
chebi:20608	5mcsn
chebi:2094	5mcsn
chebi:27551	5mcsn
chebi:85013	5mcsn
chebi:14962	pppg9
chebi:15435	pppg9
chebi:26359	pppg9
chebi:26360	pppg9
chebi:57307	pppg9
chebi:8593	pppg9
chebi:138635	2hhxdal
chebi:50626	2hhxdal
chebi:138635	hhxdcal
chebi:50626	hhxdcal
chebi:86365	2m3ovac
chebi:50585	2mbac
chebi:86366	CE4970
chebi:68455	CE2934
chebi:13123	hom__L
chebi:15699	hom__L
chebi:21330	hom__L
chebi:43131	hom__L
chebi:57476	hom__L
chebi:6246	hom__L
chebi:31087	dmtphllqne
chebi:177713	decdicrn
chebi:175747	CE5947
chebi:10433	nmn
chebi:12397	nmn
chebi:13409	nmn
chebi:14646	nmn
chebi:14647	nmn
chebi:14648	nmn
chebi:14649	nmn
chebi:16171	nmn
chebi:22850	nmn
chebi:25522	nmn
chebi:7557	nmn
chebi:80607	citalald
chebi:1420	srtn
chebi:26652	srtn
chebi:28790	srtn
chebi:350546	srtn
chebi:49894	srtn
chebi:2251	h2mpt
chebi:72788	h2mpt
chebi:4746	echin
chebi:51310	fut
chebi:58863	fut
chebi:10494	dctp
chebi:14072	dctp
chebi:16311	dctp
chebi:19243	dctp
chebi:41805	dctp
chebi:57724	dctp
chebi:61481	dctp
chebi:13086	aspsa
chebi:13087	aspsa
chebi:18051	aspsa
chebi:21245	aspsa
chebi:40847	aspsa
chebi:537519	aspsa
chebi:6194	aspsa
chebi:61395	LalaDglu
chebi:61566	LalaDglu
chebi:13125	C01507
chebi:18202	C01507
chebi:21334	C01507
chebi:6249	C01507
chebi:150018	3amba
chebi:37081	3amba
chebi:87997	3amba
chebi:64182	M00770
chebi:37051	2m3hbu
chebi:78554	2m3hbu
chebi:89205	3hadpac
chebi:39980	3ohglutac
chebi:37084	3hivac
chebi:82957	3hivac
chebi:37084	CE2028
chebi:82957	CE2028
chebi:1546	3hxkynam
chebi:20074	3hxkynam
chebi:27421	3hxkynam
chebi:132934	3ohsebac
chebi:132935	3ohsebac
chebi:89182	3ohsebac
chebi:70766	3ohsubac
chebi:14979	pyam5p
chebi:14980	pyam5p
chebi:18335	pyam5p
chebi:26427	pyam5p
chebi:45037	pyam5p
chebi:58451	pyam5p
chebi:8670	pyam5p
chebi:12612	argp
chebi:18412	argp
chebi:25686	argp
chebi:26052	argp
chebi:58477	argp
chebi:6187	argp
chebi:7066	argp
chebi:68499	CE2026
chebi:10898	egly
chebi:15620	egly
chebi:57440	egly
chebi:7267	egly
chebi:10646	g3pc
chebi:12841	g3pc
chebi:12847	g3pc
chebi:14343	g3pc
chebi:16870	g3pc
chebi:26697	g3pc
chebi:41458	g3pc
chebi:55397	g3pc
chebi:76433	g3pc
chebi:12524	C02442
chebi:17458	C02442
chebi:21775	C02442
chebi:58155	C02442
chebi:7327	C02442
chebi:12728	apppa
chebi:21997	apppa
chebi:27775	apppa
chebi:58529	apppa
chebi:7874	apppa
chebi:10633	p_xyl
chebi:25832	p_xyl
chebi:27417	p_xyl
chebi:45248	p_xyl
chebi:13110	gln__L
chebi:18050	gln__L
chebi:21308	gln__L
chebi:24316	gln__L
chebi:28300	gln__L
chebi:32665	gln__L
chebi:32666	gln__L
chebi:32678	gln__L
chebi:32679	gln__L
chebi:42812	gln__L
chebi:42814	gln__L
chebi:42899	gln__L
chebi:42943	gln__L
chebi:5432	gln__L
chebi:58359	gln__L
chebi:6227	gln__L
chebi:13875	bzal
chebi:17169	bzal
chebi:22697	bzal
chebi:3019	bzal
chebi:11916	pan4p
chebi:14735	pan4p
chebi:14736	pan4p
chebi:14738	pan4p
chebi:14825	pan4p
chebi:16858	pan4p
chebi:25844	pan4p
chebi:4222	pan4p
chebi:45012	pan4p
chebi:47942	pan4p
chebi:61723	pan4p
chebi:7914	pan4p
chebi:49008	dh4mchc
chebi:58768	dh4mchc
chebi:14416	hqn
chebi:17594	hqn
chebi:24645	hqn
chebi:5793	hqn
chebi:11305	omhdecacid
chebi:17409	omhdecacid
chebi:19113	omhdecacid
chebi:702	omhdecacid
chebi:175298	CE6246
chebi:60497	C05300
chebi:776	C05300
chebi:19170	M00406
chebi:27832	M00406
chebi:786	M00406
chebi:11464	caphis
chebi:17144	caphis
chebi:19410	caphis
chebi:58031	caphis
chebi:966	caphis
chebi:1145	adpoh
chebi:11590	adpoh
chebi:17023	adpoh
chebi:19627	adpoh
chebi:57987	adpoh
chebi:72801	CE7085
chebi:90737	CE7085
chebi:131434	5ohhexa
chebi:132985	5ohhexa
chebi:11467	glcglyc
chebi:133635	glcglyc
chebi:136919	glcglyc
chebi:17765	glcglyc
chebi:979	glcglyc
chebi:20600	5moxact
chebi:2088	5moxact
chebi:28281	5moxact
chebi:64267	mh4spt
chebi:64289	mh4spt
chebi:14447	ind3ac
chebi:14452	ind3ac
chebi:16411	ind3ac
chebi:24801	ind3ac
chebi:24802	ind3ac
chebi:30854	ind3ac
chebi:5905	ind3ac
chebi:1582	3moxtyr
chebi:15247	thym
chebi:17821	thym
chebi:27004	thym
chebi:46017	thym
chebi:9580	thym
chebi:12035	HC01104
chebi:163877	HC01104
chebi:17440	HC01104
chebi:1915	HC01104
chebi:20458	HC01104
chebi:40049	HC01104
chebi:61146	HC01104
chebi:80592	7mht
chebi:14276	for
chebi:15740	for
chebi:24081	for
chebi:24082	for
chebi:30751	for
chebi:42460	for
chebi:5145	for
chebi:89281	xol7a
chebi:11837	hpyr
chebi:14425	hpyr
chebi:17180	hpyr
chebi:20082	hpyr
chebi:20083	hpyr
chebi:30841	hpyr
chebi:39999	hpyr
chebi:5813	hpyr
chebi:86147	thexdd
chebi:89982	CE1297
chebi:62046	btnso
chebi:62193	btnso
chebi:10530	dttp
chebi:14093	dttp
chebi:18077	dttp
chebi:27000	dttp
chebi:37568	dttp
chebi:46175	dttp
chebi:58370	dttp
chebi:61730	oagd3_cho
chebi:1002	ahdt
chebi:11509	ahdt
chebi:12201	ahdt
chebi:18372	ahdt
chebi:19455	ahdt
chebi:20684	ahdt
chebi:28069	ahdt
chebi:58462	ahdt
chebi:13708	acetone
chebi:15347	acetone
chebi:22182	acetone
chebi:2398	acetone
chebi:40571	acetone
chebi:78217	acetone
chebi:11608	com
chebi:1185	com
chebi:13366	com
chebi:14011	com
chebi:17905	com
chebi:19673	com
chebi:41549	com
chebi:58319	com
chebi:10573	lnlncg
chebi:24197	lnlncg
chebi:28661	lnlncg
chebi:32391	lnlncg
chebi:172509	CE2065
chebi:14187	ddca
chebi:18262	ddca
chebi:23863	ddca
chebi:23864	ddca
chebi:23865	ddca
chebi:30805	ddca
chebi:41882	ddca
chebi:4680	ddca
chebi:61396	LalaLglu
chebi:61565	LalaLglu
chebi:13222	adp
chebi:16761	adp
chebi:22244	adp
chebi:2342	adp
chebi:40553	adp
chebi:456216	adp
chebi:87518	adp
chebi:166544	CE5536
chebi:12020	4mop
chebi:17865	4mop
chebi:1891	4mop
chebi:20438	4mop
chebi:41619	4mop
chebi:48430	4mop
chebi:1592	3mbzald
chebi:20122	3mbzald
chebi:28476	3mbzald
chebi:222828	meglyxyl
chebi:29132	napqi
chebi:73803	ala_L_asp__L
chebi:74363	ala_L_asp__L
chebi:73788	ala_L_gln__L
chebi:74387	ala_L_gln__L
chebi:12109	5aop
chebi:132970	5aop
chebi:17549	5aop
chebi:2034	5aop
chebi:20547	5aop
chebi:356416	5aop
chebi:12881	ferulcoa
chebi:14261	ferulcoa
chebi:15511	ferulcoa
chebi:24033	ferulcoa
chebi:5047	ferulcoa
chebi:57276	ferulcoa
chebi:87305	ferulcoa
chebi:10632	4mbzald
chebi:25831	4mbzald
chebi:28617	4mbzald
chebi:14746	ptdcal
chebi:17302	ptdcal
chebi:25873	ptdcal
chebi:7972	ptdcal
chebi:132260	CE2955
chebi:133794	CE2955
chebi:15098	sprm
chebi:15746	sprm
chebi:26734	sprm
chebi:45583	sprm
chebi:45725	sprm
chebi:9219	sprm
chebi:8552	Ndmelys
chebi:60091	tres
chebi:60114	tres
chebi:10492	dcdp
chebi:19241	dcdp
chebi:28846	dcdp
chebi:49966	dcdp
chebi:58593	dcdp
chebi:10248	g1m8mpdol
chebi:21431	fuc14galacglcgalgluside_cho
chebi:28246	fuc14galacglcgalgluside_cho
chebi:6396	fuc14galacglcgalgluside_cho
chebi:10048	xdp
chebi:59884	xdp
chebi:10286	Larab
chebi:22417	Larab
chebi:28351	Larab
chebi:61644	fucfucgalacglc13galacglcgal14acglcgalgluside_cho
chebi:61644	fucfucgalacglcgalacglcgal14acglcgalgluside_cho
chebi:15300	uppg3
chebi:15437	uppg3
chebi:27257	uppg3
chebi:57308	uppg3
chebi:9905	uppg3
chebi:72713	tih2cit
chebi:72722	tih2cit
chebi:144418	fucacngal14acglcgalgluside_cho
chebi:62374	fucacngal14acglcgalgluside_cho
chebi:10943	CE6415
chebi:15657	CE6415
chebi:266	CE6415
chebi:57467	CE6415
chebi:13901	biliverd
chebi:13902	biliverd
chebi:17033	biliverd
chebi:22875	biliverd
chebi:3102	biliverd
chebi:41124	biliverd
chebi:57991	biliverd
chebi:12685	acser
chebi:12710	acser
chebi:12724	acser
chebi:17981	acser
chebi:21938	acser
chebi:44568	acser
chebi:58340	acser
chebi:7668	acser
chebi:1574	3mox4hpac
chebi:20107	3mox4hpac
chebi:28111	3mox4hpac
chebi:14981	pydxn
chebi:16709	pydxn
chebi:26429	pydxn
chebi:8671	pydxn
chebi:15244	thymd
chebi:17748	thymd
chebi:19273	thymd
chebi:45782	thymd
chebi:45834	thymd
chebi:45917	thymd
chebi:53527	thymd
chebi:9579	thymd
chebi:133003	CE6031
chebi:83037	CE6031
chebi:113372	4abz
chebi:11959	4abz
chebi:1783	4abz
chebi:17836	4abz
chebi:20314	4abz
chebi:20315	4abz
chebi:30753	4abz
chebi:44778	4abz
chebi:177589	CE5014
chebi:11960	4abutn
chebi:17769	4abutn
chebi:1785	4abutn
chebi:20316	4abutn
chebi:58264	4abutn
chebi:75921	23dmphol
chebi:19367	HC01710
chebi:28003	HC01710
chebi:926	HC01710
chebi:24217	HC01522
chebi:28508	HC01522
chebi:50203	HC01522
chebi:5322	HC01522
chebi:1109	2hp6mp
chebi:1303	C05109
chebi:19807	C05109
chebi:28113	C05109
chebi:10490	damp
chebi:14068	damp
chebi:17713	damp
chebi:19236	damp
chebi:40419	damp
chebi:40499	damp
chebi:40505	damp
chebi:40544	damp
chebi:40607	damp
chebi:41815	damp
chebi:41864	damp
chebi:58245	damp
chebi:11657	2saa
chebi:15140	2saa
chebi:17717	2saa
chebi:26824	2saa
chebi:58246	2saa
chebi:9345	2saa
chebi:12982	glyald
chebi:17378	glyald
chebi:21025	glyald
chebi:39973	glyald
chebi:4186	glyald
chebi:10495	dgdp
chebi:19245	dgdp
chebi:28862	dgdp
chebi:41949	dgdp
chebi:58595	dgdp
chebi:1922	4ogm
chebi:20466	4ogm
chebi:20467	4ogm
chebi:27467	4ogm
chebi:30883	4ogm
chebi:109895	CE3087
chebi:1059	2ddglcn
chebi:11550	2ddglcn
chebi:17032	2ddglcn
chebi:19530	2ddglcn
chebi:57990	2ddglcn
chebi:80588	7ohp
chebi:22159	ad
chebi:2385	ad
chebi:27856	ad
chebi:40563	ad
chebi:49028	ad
chebi:22868	bilea
chebi:3098	bilea
chebi:36235	bilea
chebi:13930	caffcoa
chebi:15518	caffcoa
chebi:22983	caffcoa
chebi:3296	caffcoa
chebi:57372	caffcoa
chebi:87136	caffcoa
chebi:87449	caffcoa
chebi:14168	dms
chebi:14175	dms
chebi:17437	dms
chebi:23800	dms
chebi:44169	dms
chebi:4611	dms
chebi:52075	dhretinol
chebi:10201	tre6p
chebi:12285	tre6p
chebi:15252	tre6p
chebi:18283	tre6p
chebi:22364	tre6p
chebi:58429	tre6p
chebi:22855	bvite
chebi:35069	bvite
chebi:47771	bvite
chebi:10533	dutp
chebi:14095	dutp
chebi:17625	dutp
chebi:19264	dutp
chebi:42215	dutp
chebi:58212	dutp
chebi:61555	dutp
chebi:13966	cm3ac
chebi:16730	cm3ac
chebi:23107	cm3ac
chebi:3604	cm3ac
chebi:26430	pdx5p
chebi:28803	pdx5p
chebi:45202	pdx5p
chebi:58589	pdx5p
chebi:8672	pdx5p
chebi:11427	23dhb
chebi:18026	23dhb
chebi:19319	23dhb
chebi:19320	23dhb
chebi:36654	23dhb
chebi:41901	23dhb
chebi:885	23dhb
chebi:13896	betald
chebi:15710	betald
chebi:22859	betald
chebi:3074	betald
chebi:41256	betald
chebi:72694	Rh2cit
chebi:72697	Rh2cit
chebi:113450	but
chebi:13924	but
chebi:17968	but
chebi:22946	but
chebi:22948	but
chebi:30772	but
chebi:3234	but
chebi:41208	but
chebi:88758	M01487
chebi:88763	M01492
chebi:88795	M01458
chebi:88775	M01456
chebi:84969	M01468
chebi:84969	xolest205_hs
chebi:88753	M01462
chebi:12820	oaa
chebi:14703	oaa
chebi:16452	oaa
chebi:24958	oaa
chebi:24959	oaa
chebi:25731	oaa
chebi:25734	oaa
chebi:30744	oaa
chebi:7812	oaa
chebi:14340	dha
chebi:16016	dha
chebi:24354	dha
chebi:39809	dha
chebi:5453	dha
chebi:21394	sbt__L
chebi:28789	sbt__L
chebi:6223	sbt__L
chebi:13121	hmcr
chebi:17443	hmcr
chebi:21328	hmcr
chebi:58148	hmcr
chebi:6244	hmcr
chebi:12426	dmgly
chebi:14173	dmgly
chebi:17724	dmgly
chebi:21455	dmgly
chebi:41993	dmgly
chebi:58251	dmgly
chebi:7077	dmgly
chebi:147210	lyx__L
chebi:62321	lyx__L
chebi:12496	cbasp
chebi:12593	cbasp
chebi:15859	cbasp
chebi:21687	cbasp
chebi:21688	cbasp
chebi:32814	cbasp
chebi:44316	cbasp
chebi:7257	cbasp
chebi:11931	4aphdob
chebi:11932	4aphdob
chebi:17442	4aphdob
chebi:1765	4aphdob
chebi:20286	4aphdob
chebi:58147	4aphdob
chebi:10589	m_tol
chebi:20204	m_tol
chebi:20205	m_tol
chebi:28795	m_tol
chebi:21796	C03413
chebi:28101	C03413
chebi:58550	C03413
chebi:7353	C03413
chebi:91894	smv
chebi:92568	CE2152
chebi:48007	CE5586
chebi:58732	CE5586
chebi:14778	pacald
chebi:16424	pacald
chebi:25972	pacald
chebi:43163	pacald
chebi:8084	pacald
chebi:52490	codscl7
chebi:70791	codscl7
chebi:1123	2h3opp
chebi:11583	2h3opp
chebi:15194	2h3opp
chebi:16992	2h3opp
chebi:19605	2h3opp
chebi:57978	2h3opp
chebi:1123	2h3oppan
chebi:11583	2h3oppan
chebi:15194	2h3oppan
chebi:16992	2h3oppan
chebi:19605	2h3oppan
chebi:57978	2h3oppan
chebi:1123	hop
chebi:11583	hop
chebi:15194	hop
chebi:16992	hop
chebi:19605	hop
chebi:57978	hop
chebi:21964	pser__D
chebi:37713	pser__D
chebi:4218	pser__D
chebi:58680	pser__D
chebi:48622	5pg35pg
chebi:58754	5pg35pg
chebi:25983	phacgly
chebi:27480	phacgly
chebi:60874	phacgly
chebi:613592	phacgly
chebi:8088	phacgly
chebi:25983	pheacgly
chebi:27480	pheacgly
chebi:60874	pheacgly
chebi:613592	pheacgly
chebi:8088	pheacgly
chebi:10899	4hoxpacd
chebi:12012	4hoxpacd
chebi:15621	4hoxpacd
chebi:1872	4hoxpacd
chebi:20417	4hoxpacd
chebi:11408	thdp
chebi:13042	thdp
chebi:16845	thdp
chebi:21189	thdp
chebi:32976	thdp
chebi:6152	thdp
chebi:864	thdp
chebi:87999	sucacetat
chebi:4056	cytcc
chebi:18422	so2
chebi:45789	so2
chebi:8992	so2
chebi:9351	so2
chebi:45969	tcb
chebi:62517	tcb
chebi:133913	Rh3cit
chebi:72698	Rh3cit
chebi:72699	Rh3cit
chebi:34665	debrisoquine
chebi:94971	lvstacid
chebi:94450	atvacid
chebi:12402	gthrd
chebi:14327	gthrd
chebi:16856	gthrd
chebi:24334	gthrd
chebi:42873	gthrd
chebi:43049	gthrd
chebi:5437	gthrd
chebi:57925	gthrd
chebi:132962	acmpglu
chebi:32636	acmpglu
chebi:21859	CE5588
chebi:50038	CE5588
chebi:11398	duri
chebi:11572	duri
chebi:14123	duri
chebi:16450	duri
chebi:19261	duri
chebi:23640	duri
chebi:42178	duri
chebi:4434	duri
chebi:46165	duri
chebi:46289	duri
chebi:74276	R_3hddcoa
chebi:74451	R_3hddcoa
chebi:49252	12d3k5m
chebi:58795	12d3k5m
chebi:49252	M00245
chebi:58795	M00245
chebi:49252	dhmtp
chebi:58795	dhmtp
chebi:12502	forglu
chebi:18327	forglu
chebi:21705	forglu
chebi:58928	forglu
chebi:7274	forglu
chebi:50774	2dp6mep
chebi:1189	C05299
chebi:70716	M02745
chebi:13397	nadp
chebi:13398	nadp
chebi:18009	nadp
chebi:21903	nadp
chebi:25523	nadp
chebi:44405	nadp
chebi:44409	nadp
chebi:58349	nadp
chebi:7424	nadp
chebi:12625	N1aspmd
chebi:17927	N1aspmd
chebi:21798	N1aspmd
chebi:58324	N1aspmd
chebi:7356	N1aspmd
